date,selection,odds,result,ou_line,ou_odds,ou_result,total_points,location
2012-03-28,SEA,-140,1,7.0,-110,-3.0,4,home
2012-03-28,OAK,120,0,7.0,-110,-3.0,4,away
2012-03-28,OAK,120,0,7.0,-110,-3.0,4,home
2012-03-28,SEA,-140,1,7.0,-110,-3.0,4,away
2012-03-29,SEA,-108,0,8.5,105,-3.5,5,home
2012-03-29,OAK,-112,1,8.5,-125,-3.5,5,away
2012-03-29,OAK,-112,1,8.5,105,-3.5,5,home
2012-03-29,SEA,-108,0,8.5,-125,-3.5,5,away
2012-04-04,STL,160,1,7.0,105,-2.0,5,away
2012-04-04,MIA,-180,0,7.0,-125,-2.0,5,home
2012-04-04,STL,160,1,7.0,-125,-2.0,5,home
2012-04-04,MIA,-180,0,7.0,105,-2.0,5,away
2012-04-05,PHI,-155,1,7.0,105,-6.0,1,home
2012-04-05,NYM,-111,1,7.0,-115,-6.0,1,away
2012-04-05,PIT,135,0,7.0,105,-6.0,1,home
2012-04-05,PHI,-155,1,7.0,-125,-6.0,1,away
2012-04-05,PIT,135,0,7.0,-125,-6.0,1,away
2012-04-05,WSH,-139,1,6.5,-130,-3.5,3,away
2012-04-05,SD,135,0,6.0,-120,2.0,8,away
2012-04-05,CLE,-102,0,7.0,-130,4.0,11,home
2012-04-05,TOR,-118,1,7.0,110,4.0,11,away
2012-04-05,CHC,119,0,6.5,110,-3.5,3,home
2012-04-05,MIA,110,0,7.5,105,-3.5,4,away
2012-04-05,LAD,-155,1,6.0,100,2.0,8,home
2012-04-05,CIN,-130,1,7.5,-125,-3.5,4,home
2012-04-05,ATL,-109,0,7.0,-105,-6.0,1,home
2012-04-05,SD,135,0,6.0,100,2.0,8,home
2012-04-05,LAD,-155,1,6.0,-120,2.0,8,away
2012-04-05,NYM,-111,1,7.0,-105,-6.0,1,home
2012-04-05,ATL,-109,0,7.0,-115,-6.0,1,away
2012-04-05,DET,-144,1,7.0,-120,-2.0,5,home
2012-04-05,WSH,-139,1,6.5,110,-3.5,3,home
2012-04-05,CHC,119,0,6.5,-130,-3.5,3,away
2012-04-05,BOS,124,0,7.0,100,-2.0,5,away
2012-04-05,CIN,-130,1,7.5,105,-3.5,4,away
2012-04-05,TOR,-118,1,7.0,-130,4.0,11,home
2012-04-05,CLE,-102,0,7.0,110,4.0,11,away
2012-04-05,BOS,124,0,7.0,-120,-2.0,5,home
2012-04-05,DET,-144,1,7.0,100,-2.0,5,away
2012-04-05,MIA,110,0,7.5,-125,-3.5,4,home
2012-04-06,OAK,-152,0,6.5,-110,3.5,10,home
2012-04-06,TB,110,1,7.0,-105,6.0,13,home
2012-04-06,NYY,-130,0,7.0,-115,6.0,13,away
2012-04-06,SEA,132,1,6.5,-110,3.5,10,home
2012-04-06,OAK,-152,0,6.5,-110,3.5,10,away
2012-04-06,LAD,103,1,6.0,-115,0.0,6,home
2012-04-06,SD,-123,0,6.0,-105,0.0,6,away
2012-04-06,SEA,132,1,6.5,-110,3.5,10,away
2012-04-06,CWS,164,0,9.5,100,-4.5,5,home
2012-04-06,SF,-107,0,7.0,-105,2.0,9,away
2012-04-06,MIL,-125,0,7.5,105,8.5,16,home
2012-04-06,STL,105,1,7.5,-125,8.5,16,away
2012-04-06,NYY,-130,0,7.0,-105,6.0,13,home
2012-04-06,TB,110,1,7.0,-115,6.0,13,away
2012-04-06,TEX,-184,1,9.5,-120,-4.5,5,away
2012-04-06,MIN,-105,0,9.0,-115,-3.0,6,away
2012-04-06,ARI,-113,1,7.0,-115,2.0,9,home
2012-04-06,BAL,-115,1,9.0,-105,-3.0,6,home
2012-04-06,KC,200,0,7.0,-125,-2.0,5,home
2012-04-06,STL,105,1,7.5,105,8.5,16,home
2012-04-06,MIL,-125,0,7.5,-125,8.5,16,away
2012-04-06,SF,-107,0,7.0,-115,2.0,9,home
2012-04-06,MIN,-105,0,9.0,-105,-3.0,6,home
2012-04-06,BAL,-115,1,9.0,-115,-3.0,6,away
2012-04-06,HOU,110,0,7.5,-115,0.5,8,home
2012-04-06,COL,-130,1,7.5,-105,0.5,8,away
2012-04-06,TEX,-184,1,9.5,100,-4.5,5,home
2012-04-06,CWS,164,0,9.5,-120,-4.5,5,away
2012-04-06,ARI,-113,1,7.0,-105,2.0,9,away
2012-04-06,HOU,110,0,7.5,-105,0.5,8,away
2012-04-06,LAA,-230,1,7.0,-125,-2.0,5,home
2012-04-06,KC,200,0,7.0,105,-2.0,5,away
2012-04-06,LAA,-230,1,7.0,105,-2.0,5,away
2012-04-06,SD,-123,0,6.0,-115,0.0,6,home
2012-04-06,COL,-130,1,7.5,-115,0.5,8,home
2012-04-06,LAD,103,1,6.0,-105,0.0,6,away
2012-04-07,PIT,145,1,6.5,105,-3.5,3,away
2012-04-07,PHI,-165,0,6.5,-125,-3.5,3,home
2012-04-07,PHI,-165,0,6.5,105,-3.5,3,away
2012-04-07,PIT,145,1,6.5,-125,-3.5,3,home
2012-04-07,OAK,100,0,6.5,-115,8.5,15,away
2012-04-07,TB,-117,1,7.5,-110,6.5,14,home
2012-04-07,NYY,-103,0,7.5,-110,6.5,14,away
2012-04-07,NYM,-107,1,7.0,100,-1.0,6,away
2012-04-07,ATL,-113,0,7.0,-120,-1.0,6,home
2012-04-07,MIN,-122,0,8.5,100,1.5,10,away
2012-04-07,LAD,-114,1,7.0,100,4.0,11,home
2012-04-07,BAL,102,1,8.5,-120,1.5,10,home
2012-04-07,SEA,-120,1,6.5,-105,8.5,15,home
2012-04-07,SD,-106,0,7.0,-120,4.0,11,away
2012-04-07,TB,-117,1,7.5,-110,6.5,14,away
2012-04-07,SEA,-120,1,6.5,-115,8.5,15,away
2012-04-07,ARI,-105,1,8.0,-125,1.0,9,home
2012-04-07,SF,-105,0,8.0,105,1.0,9,away
2012-04-07,MIL,-120,1,7.0,-115,-1.0,6,home
2012-04-07,STL,100,0,7.0,-105,-1.0,6,away
2012-04-07,NYY,-103,0,7.5,-110,6.5,14,home
2012-04-07,CWS,147,1,9.5,100,-2.5,7,home
2012-04-07,TEX,-167,0,9.5,-120,-2.5,7,away
2012-04-07,CLE,-105,0,8.0,-105,3.0,11,home
2012-04-07,TOR,-115,1,8.0,-115,3.0,11,away
2012-04-07,CHC,-119,0,9.0,100,2.0,11,home
2012-04-07,WSH,-101,1,9.0,-120,2.0,11,away
2012-04-07,MIL,-120,1,7.0,-105,-1.0,6,away
2012-04-07,OAK,100,0,6.5,-105,8.5,15,home
2012-04-07,STL,100,0,7.0,-115,-1.0,6,home
2012-04-07,BAL,102,1,8.5,100,1.5,10,away
2012-04-07,CIN,-135,0,8.0,-105,3.0,11,home
2012-04-07,SF,-105,0,8.0,-125,1.0,9,home
2012-04-07,MIA,115,1,8.0,-115,3.0,11,away
2012-04-07,NYM,-107,1,7.0,-120,-1.0,6,home
2012-04-07,ATL,-113,0,7.0,100,-1.0,6,away
2012-04-07,MIN,-122,0,8.5,-120,1.5,10,home
2012-04-07,DET,-105,1,7.5,-125,2.5,10,home
2012-04-07,BOS,-105,0,7.5,105,2.5,10,away
2012-04-07,WSH,-101,1,9.0,100,2.0,11,home
2012-04-07,CHC,-119,0,9.0,-120,2.0,11,away
2012-04-07,MIA,115,1,8.0,-105,3.0,11,home
2012-04-07,CIN,-135,0,8.0,-115,3.0,11,away
2012-04-07,TOR,-115,1,8.0,-105,3.0,11,home
2012-04-07,CLE,-105,0,8.0,-115,3.0,11,away
2012-04-07,ARI,-105,1,8.0,105,1.0,9,away
2012-04-07,COL,-130,0,9.0,-125,1.0,10,away
2012-04-07,HOU,110,1,9.0,105,1.0,10,home
2012-04-07,LAD,-114,1,7.0,-120,4.0,11,away
2012-04-07,LAA,-182,0,7.5,-120,1.5,9,away
2012-04-07,KC,162,1,7.5,100,1.5,9,home
2012-04-07,KC,162,1,7.5,-120,1.5,9,away
2012-04-07,LAA,-182,0,7.5,100,1.5,9,home
2012-04-07,SD,-106,0,7.0,100,4.0,11,home
2012-04-07,COL,-130,0,9.0,105,1.0,10,home
2012-04-07,DET,-105,1,7.5,105,2.5,10,away
2012-04-07,BOS,-105,0,7.5,-125,2.5,10,home
2012-04-07,CWS,147,1,9.5,-120,-2.5,7,away
2012-04-07,HOU,110,1,9.0,-125,1.0,10,away
2012-04-07,TEX,-167,0,9.5,100,-2.5,7,home
2012-04-08,STL,-105,1,8.5,-120,3.5,12,home
2012-04-08,PHI,-127,0,7.5,-110,1.5,9,away
2012-04-08,PIT,107,1,7.5,-110,1.5,9,home
2012-04-08,NYY,-115,0,8.5,-105,-5.5,3,away
2012-04-08,TB,-105,1,8.5,-115,-5.5,3,home
2012-04-08,MIN,-110,0,9.0,100,-5.0,4,away
2012-04-08,ATL,-125,0,7.5,-110,4.5,12,home
2012-04-08,BAL,-110,1,9.0,-120,-5.0,4,home
2012-04-08,MIL,-115,0,8.5,100,3.5,12,away
2012-04-08,PHI,-127,0,7.5,-110,1.5,9,home
2012-04-08,NYM,105,1,7.5,-110,4.5,12,away
2012-04-08,PIT,107,1,7.5,-110,1.5,9,away
2012-04-08,TB,-105,1,8.5,-105,-5.5,3,away
2012-04-08,SD,-111,1,7.0,-110,5.0,12,away
2012-04-08,SF,-133,0,8.5,100,4.5,13,away
2012-04-08,MIL,-115,0,8.5,-120,3.5,12,home
2012-04-08,STL,-105,1,8.5,100,3.5,12,away
2012-04-08,NYY,-115,0,8.5,-115,-5.5,3,home
2012-04-08,CWS,160,0,9.0,-130,-4.0,5,home
2012-04-08,TEX,-180,1,9.0,110,-4.0,5,away
2012-04-08,CLE,-116,1,8.5,-120,-1.5,7,home
2012-04-08,TOR,-104,0,8.5,100,-1.5,7,away
2012-04-08,CHC,103,1,9.0,-110,-2.0,7,home
2012-04-08,WSH,-123,0,9.0,-110,-2.0,7,away
2012-04-08,MIA,105,0,9.5,-120,1.5,11,away
2012-04-08,LAD,-109,0,7.0,-110,5.0,12,home
2012-04-08,CIN,-125,1,9.5,100,1.5,11,home
2012-04-08,ARI,113,1,8.5,-120,4.5,13,home
2012-04-08,SD,-111,1,7.0,-110,5.0,12,home
2012-04-08,SF,-133,0,8.5,-120,4.5,13,home
2012-04-08,ARI,113,1,8.5,100,4.5,13,away
2012-04-08,NYM,105,1,7.5,-110,4.5,12,home
2012-04-08,ATL,-125,0,7.5,-110,4.5,12,away
2012-04-08,MIN,-110,0,9.0,-120,-5.0,4,home
2012-04-08,BAL,-110,1,9.0,100,-5.0,4,away
2012-04-08,DET,-113,1,9.0,-115,16.0,25,home
2012-04-08,BOS,-107,0,9.0,-105,16.0,25,away
2012-04-08,WSH,-123,0,9.0,-110,-2.0,7,home
2012-04-08,CHC,103,1,9.0,-110,-2.0,7,away
2012-04-08,MIA,105,0,9.5,100,1.5,11,home
2012-04-08,CIN,-125,1,9.5,-120,1.5,11,away
2012-04-08,TOR,-104,0,8.5,-120,-1.5,7,home
2012-04-08,LAD,-109,0,7.0,-110,5.0,12,away
2012-04-08,HOU,111,1,7.5,-115,-2.5,5,home
2012-04-08,CLE,-116,1,8.5,100,-1.5,7,away
2012-04-08,LAA,-169,0,8.5,-105,1.5,10,away
2012-04-08,KC,149,1,8.5,-105,1.5,10,away
2012-04-08,LAA,-169,0,8.5,-115,1.5,10,home
2012-04-08,HOU,111,1,7.5,-105,-2.5,5,away
2012-04-08,COL,-131,0,7.5,-115,-2.5,5,home
2012-04-08,KC,149,1,8.5,-115,1.5,10,home
2012-04-08,BOS,-107,0,9.0,-115,16.0,25,home
2012-04-08,CWS,160,0,9.0,110,-4.0,5,away
2012-04-08,TEX,-180,1,9.0,-130,-4.0,5,home
2012-04-08,COL,-131,0,7.5,-105,-2.5,5,away
2012-04-08,DET,-113,1,9.0,-105,16.0,25,away
2012-04-09,PHI,-150,0,7.0,-120,1.0,8,away
2012-04-09,LAA,-160,1,7.5,-115,-1.5,6,home
2012-04-09,WSH,-105,0,8.0,-115,-1.0,7,home
2012-04-09,NYM,-105,1,8.0,-105,-1.0,7,away
2012-04-09,BAL,130,0,9.5,-105,-1.5,8,home
2012-04-09,NYY,-150,1,9.5,-115,-1.5,8,away
2012-04-09,KC,-103,0,7.5,100,-6.5,1,home
2012-04-09,OAK,-117,1,7.5,-120,-6.5,1,away
2012-04-09,MIA,130,1,7.0,100,1.0,8,home
2012-04-09,TEX,-240,1,9.0,-120,7.0,16,home
2012-04-09,SEA,200,0,9.0,-120,7.0,16,home
2012-04-09,COL,-160,0,9.5,-120,-2.5,7,home
2012-04-09,SF,140,1,9.5,100,-2.5,7,away
2012-04-09,CIN,-110,0,9.0,-120,-1.0,8,home
2012-04-09,STL,-110,1,9.0,100,-1.0,8,away
2012-04-09,MIL,-131,1,8.5,-115,3.5,12,away
2012-04-09,TEX,-240,1,9.0,100,7.0,16,away
2012-04-09,BOS,107,1,9.5,-125,-3.5,6,home
2012-04-09,TOR,-127,0,9.5,105,-3.5,6,away
2012-04-09,NYM,-105,1,8.0,-115,-1.0,7,home
2012-04-09,WSH,-105,0,8.0,-105,-1.0,7,away
2012-04-09,SEA,200,0,9.0,100,7.0,16,away
2012-04-09,CHC,111,0,8.5,-105,3.5,12,home
2012-04-09,MIN,140,0,7.5,-105,-1.5,6,away
2012-04-09,PHI,-150,0,7.0,100,1.0,8,home
2012-04-09,MIA,130,1,7.0,-120,1.0,8,away
2012-04-09,ATL,-162,0,7.5,-105,3.5,11,away
2012-04-09,NYY,-150,1,9.5,-105,-1.5,8,home
2012-04-09,BAL,130,0,9.5,-115,-1.5,8,away
2012-04-09,TOR,-127,0,9.5,-125,-3.5,6,home
2012-04-09,BOS,107,1,9.5,105,-3.5,6,away
2012-04-09,MIL,-131,1,8.5,-105,3.5,12,home
2012-04-09,CHC,111,0,8.5,-115,3.5,12,away
2012-04-09,STL,-110,1,9.0,-120,-1.0,8,home
2012-04-09,CIN,-110,0,9.0,100,-1.0,8,away
2012-04-09,CWS,-109,1,7.0,-115,-1.0,6,home
2012-04-09,HOU,142,1,7.5,-115,3.5,11,home
2012-04-09,SF,140,1,9.5,-120,-2.5,7,home
2012-04-09,CLE,-111,0,7.0,-105,-1.0,6,away
2012-04-09,LAA,-160,1,7.5,-105,-1.5,6,away
2012-04-09,KC,-103,0,7.5,-120,-6.5,1,away
2012-04-09,OAK,-117,1,7.5,100,-6.5,1,home
2012-04-09,MIN,140,0,7.5,-115,-1.5,6,home
2012-04-09,ATL,-162,0,7.5,-115,3.5,11,home
2012-04-09,CWS,-109,1,7.0,-105,-1.0,6,away
2012-04-09,CLE,-111,0,7.0,-115,-1.0,6,home
2012-04-09,COL,-160,0,9.5,100,-2.5,7,away
2012-04-09,HOU,142,1,7.5,-105,3.5,11,away
2012-04-10,BAL,126,0,9.5,100,-0.5,9,home
2012-04-10,NYY,-146,1,9.5,-120,-0.5,9,away
2012-04-10,KC,-107,1,7.5,105,-4.5,3,home
2012-04-10,OAK,-113,0,7.5,-125,-4.5,3,away
2012-04-10,LAD,-230,1,6.5,-125,-3.5,3,home
2012-04-10,PIT,200,0,6.5,105,-3.5,3,away
2012-04-10,ARI,-114,1,6.5,-105,-0.5,6,home
2012-04-10,SD,-106,0,6.5,-115,-0.5,6,away
2012-04-10,TEX,-230,1,9.5,-110,-8.5,1,home
2012-04-10,STL,-109,1,9.0,-125,-5.0,4,away
2012-04-10,CIN,-111,0,9.0,105,-5.0,4,home
2012-04-10,DET,-109,1,8.5,-115,-1.5,7,home
2012-04-10,TB,-111,0,8.5,-105,-1.5,7,away
2012-04-10,TEX,-230,1,9.5,-110,-8.5,1,away
2012-04-10,BOS,-129,0,9.5,-125,0.5,10,home
2012-04-10,TOR,109,1,9.5,105,0.5,10,away
2012-04-10,NYM,-105,0,7.5,-110,0.5,8,home
2012-04-10,WSH,-105,1,7.5,-110,0.5,8,away
2012-04-10,NYM,-105,0,7.5,-110,0.5,8,away
2012-04-10,SEA,200,0,9.5,-110,-8.5,1,away
2012-04-10,SEA,200,0,9.5,-110,-8.5,1,home
2012-04-10,WSH,-105,1,7.5,-110,0.5,8,home
2012-04-10,CHC,-107,0,8.0,100,3.0,11,home
2012-04-10,MIL,-113,1,8.0,-120,3.0,11,away
2012-04-10,SD,-106,0,6.5,-105,-0.5,6,home
2012-04-10,ARI,-114,1,6.5,-115,-0.5,6,away
2012-04-10,HOU,150,0,7.5,-115,2.5,10,home
2012-04-10,NYY,-146,1,9.5,100,-0.5,9,home
2012-04-10,BAL,126,0,9.5,-120,-0.5,9,away
2012-04-10,TOR,109,1,9.5,-125,0.5,10,home
2012-04-10,BOS,-129,0,9.5,105,0.5,10,away
2012-04-10,MIL,-113,1,8.0,100,3.0,11,home
2012-04-10,CHC,-107,0,8.0,-120,3.0,11,away
2012-04-10,ATL,-170,1,7.5,-105,2.5,10,away
2012-04-10,CIN,-111,0,9.0,-125,-5.0,4,away
2012-04-10,TB,-111,0,8.5,-115,-1.5,7,home
2012-04-10,DET,-109,1,8.5,-105,-1.5,7,away
2012-04-10,ATL,-170,1,7.5,-115,2.5,10,home
2012-04-10,HOU,150,0,7.5,-105,2.5,10,away
2012-04-10,OAK,-113,0,7.5,105,-4.5,3,home
2012-04-10,KC,-107,1,7.5,-125,-4.5,3,away
2012-04-10,PIT,200,0,6.5,-125,-3.5,3,home
2012-04-10,LAD,-230,1,6.5,105,-3.5,3,away
2012-04-10,STL,-109,1,9.0,105,-5.0,4,home
2012-04-11,LAD,-135,1,6.5,-105,-1.5,5,home
2012-04-11,PHI,-143,1,6.0,-120,2.0,8,away
2012-04-11,MIA,123,0,6.0,100,2.0,8,home
2012-04-11,OAK,-124,1,7.0,-110,2.0,9,away
2012-04-11,KC,104,0,7.0,-110,2.0,9,home
2012-04-11,MIN,150,1,7.5,-125,3.5,11,away
2012-04-11,BAL,160,0,8.5,100,1.5,10,home
2012-04-11,NYM,101,0,6.0,-105,-2.0,4,away
2012-04-11,WSH,-121,1,6.0,-115,-2.0,4,home
2012-04-11,LAA,-170,0,7.5,105,3.5,11,home
2012-04-11,PIT,115,0,6.5,-115,-1.5,5,away
2012-04-11,NYY,-180,1,8.5,-120,1.5,10,away
2012-04-11,ARI,104,0,6.5,-110,-3.5,3,home
2012-04-11,TEX,-210,0,9.5,-115,-2.5,7,away
2012-04-11,TEX,-210,0,9.5,-105,-2.5,7,home
2012-04-11,SEA,180,1,9.5,-115,-2.5,7,away
2012-04-11,COL,100,1,8.5,-120,16.5,25,home
2012-04-11,SF,-120,0,8.5,100,16.5,25,away
2012-04-11,CIN,-120,1,7.5,110,-0.5,7,home
2012-04-11,STL,100,0,7.5,-130,-0.5,7,away
2012-04-11,DET,-165,0,7.0,-125,-1.0,6,home
2012-04-11,TB,145,1,7.0,105,-1.0,6,away
2012-04-11,SEA,180,1,9.5,-105,-2.5,7,home
2012-04-11,MIL,-119,1,7.5,-135,-4.5,3,away
2012-04-11,BOS,-124,0,8.0,-105,-4.0,4,home
2012-04-11,TOR,104,1,8.0,-115,-4.0,4,away
2012-04-11,NYM,101,0,6.0,-115,-2.0,4,home
2012-04-11,WSH,-121,1,6.0,-105,-2.0,4,away
2012-04-11,SD,-124,1,6.5,-110,-3.5,3,away
2012-04-11,CHC,-101,0,7.5,115,-4.5,3,home
2012-04-11,LAD,-135,1,6.5,-115,-1.5,5,away
2012-04-11,PHI,-143,1,6.0,100,2.0,8,home
2012-04-11,SD,-124,1,6.5,-110,-3.5,3,home
2012-04-11,ARI,104,0,6.5,-110,-3.5,3,away
2012-04-11,HOU,-105,0,7.5,-120,1.5,9,home
2012-04-11,ATL,-115,1,7.5,100,1.5,9,away
2012-04-11,MIA,123,0,6.0,-120,2.0,8,away
2012-04-11,BAL,160,0,8.5,-120,1.5,10,away
2012-04-11,TOR,104,1,8.0,-105,-4.0,4,home
2012-04-11,BOS,-124,0,8.0,-115,-4.0,4,away
2012-04-11,MIL,-119,1,7.5,115,-4.5,3,home
2012-04-11,CHC,-101,0,7.5,-135,-4.5,3,away
2012-04-11,STL,100,0,7.5,110,-0.5,7,home
2012-04-11,CIN,-120,1,7.5,-130,-0.5,7,away
2012-04-11,CWS,112,1,7.0,105,9.0,16,home
2012-04-11,NYY,-180,1,8.5,100,1.5,10,home
2012-04-11,SF,-120,0,8.5,-120,16.5,25,home
2012-04-11,CLE,-132,0,7.0,-125,9.0,16,away
2012-04-11,PIT,115,0,6.5,-105,-1.5,5,home
2012-04-11,LAA,-170,0,7.5,-125,3.5,11,away
2012-04-11,KC,104,0,7.0,-110,2.0,9,away
2012-04-11,OAK,-124,1,7.0,-110,2.0,9,home
2012-04-11,HOU,-105,0,7.5,100,1.5,9,away
2012-04-11,MIN,150,1,7.5,105,3.5,11,home
2012-04-11,DET,-165,0,7.0,105,-1.0,6,away
2012-04-11,TB,145,1,7.0,-125,-1.0,6,home
2012-04-11,CWS,112,1,7.0,-125,9.0,16,away
2012-04-11,CLE,-132,0,7.0,105,9.0,16,home
2012-04-11,COL,100,1,8.5,100,16.5,25,away
2012-04-11,ATL,-115,1,7.5,-120,1.5,9,home
2012-04-12,TEX,-230,1,9.0,-105,-1.0,8,home
2012-04-12,MIA,-107,0,8.0,-105,-4.0,4,home
2012-04-12,PHI,-113,1,8.0,-115,-4.0,4,away
2012-04-12,LAD,-134,1,7.0,-115,-2.0,5,home
2012-04-12,PIT,114,0,7.0,-105,-2.0,5,away
2012-04-12,ARI,-137,1,6.0,-115,-2.0,4,home
2012-04-12,SD,117,0,6.0,-105,-2.0,4,away
2012-04-12,SEA,200,0,9.0,-115,-1.0,8,away
2012-04-12,CIN,-105,0,7.0,-110,-2.0,5,home
2012-04-12,SF,-124,1,9.5,-110,-3.5,6,away
2012-04-12,DET,-120,1,9.0,-110,0.0,9,home
2012-04-12,TB,100,0,9.0,-110,0.0,9,away
2012-04-12,SEA,200,0,9.0,-105,-1.0,8,home
2012-04-12,TEX,-230,1,9.0,-115,-1.0,8,away
2012-04-12,WSH,-105,1,7.0,-110,-2.0,5,away
2012-04-12,MIN,122,1,7.5,-105,11.5,19,away
2012-04-12,COL,104,0,9.5,-110,-3.5,6,home
2012-04-12,LAA,-142,0,7.5,-115,11.5,19,home
2012-04-12,SD,117,0,6.0,-115,-2.0,4,home
2012-04-12,CHC,104,1,7.5,115,0.5,8,home
2012-04-12,MIL,-124,0,7.5,-135,0.5,8,away
2012-04-12,ARI,-137,1,6.0,-105,-2.0,4,away
2012-04-12,CHC,104,1,7.5,-135,0.5,8,away
2012-04-12,WSH,-105,1,7.0,-110,-2.0,5,home
2012-04-12,CIN,-105,0,7.0,-110,-2.0,5,away
2012-04-12,SF,-124,1,9.5,-110,-3.5,6,home
2012-04-12,COL,104,0,9.5,-110,-3.5,6,away
2012-04-12,MIL,-124,0,7.5,115,0.5,8,home
2012-04-12,DET,-120,1,9.0,-110,0.0,9,away
2012-04-12,MIN,122,1,7.5,-115,11.5,19,home
2012-04-12,LAA,-142,0,7.5,-105,11.5,19,away
2012-04-12,PIT,114,0,7.0,-115,-2.0,5,home
2012-04-12,LAD,-134,1,7.0,-105,-2.0,5,away
2012-04-12,PHI,-113,1,8.0,-105,-4.0,4,home
2012-04-12,MIA,-107,0,8.0,-115,-4.0,4,away
2012-04-12,TB,100,0,9.0,-110,0.0,9,home
2012-04-13,PIT,160,0,6.5,100,-1.5,5,away
2012-04-13,SF,-180,1,6.5,-120,-1.5,5,home
2012-04-13,PHI,-190,0,6.5,-110,0.5,7,away
2012-04-13,NYM,170,1,6.5,-110,0.5,7,home
2012-04-13,OAK,135,1,6.5,-125,-2.5,4,away
2012-04-13,PHI,-190,0,6.5,-110,0.5,7,home
2012-04-13,NYY,-160,1,9.5,-115,-4.5,5,away
2012-04-13,NYM,170,1,6.5,-110,0.5,7,away
2012-04-13,MIN,128,0,8.5,-105,-3.5,5,away
2012-04-13,TEX,-148,1,8.5,-115,-3.5,5,home
2012-04-13,LAD,-128,1,7.0,-120,10.0,17,home
2012-04-13,SEA,-155,0,6.5,105,-2.5,4,home
2012-04-13,SD,108,0,7.0,100,10.0,17,away
2012-04-13,MIN,128,0,8.5,-115,-3.5,5,home
2012-04-13,SEA,-155,0,6.5,-125,-2.5,4,away
2012-04-13,PIT,160,0,6.5,-120,-1.5,5,home
2012-04-13,SF,-180,1,6.5,100,-1.5,5,away
2012-04-13,CHC,164,1,7.0,100,7.0,14,home
2012-04-13,STL,-184,0,7.0,-120,7.0,14,away
2012-04-13,BOS,-129,1,8.5,100,5.5,14,home
2012-04-13,TB,109,0,8.5,-120,5.5,14,away
2012-04-13,MIL,103,0,7.5,-110,10.5,18,away
2012-04-13,TEX,-148,1,8.5,-105,-3.5,5,away
2012-04-13,BAL,164,1,8.5,-110,3.5,12,home
2012-04-13,TOR,-184,0,8.5,-110,3.5,12,away
2012-04-13,CIN,122,0,7.5,-105,-4.5,3,home
2012-04-13,WSH,-142,1,7.5,-115,-4.5,3,away
2012-04-13,OAK,135,1,6.5,105,-2.5,4,home
2012-04-13,ATL,-123,1,7.5,-110,10.5,18,home
2012-04-13,LAA,140,0,9.5,-105,-4.5,5,home
2012-04-13,HOU,170,0,7.5,-110,1.5,9,home
2012-04-13,MIA,-200,1,7.5,-110,1.5,9,away
2012-04-13,ARI,-105,0,8.5,100,4.5,13,away
2012-04-13,MIL,103,0,7.5,-110,10.5,18,home
2012-04-13,ATL,-123,1,7.5,-110,10.5,18,away
2012-04-13,TOR,-184,0,8.5,-110,3.5,12,home
2012-04-13,BAL,164,1,8.5,-110,3.5,12,away
2012-04-13,TB,109,0,8.5,100,5.5,14,home
2012-04-13,BOS,-129,1,8.5,-120,5.5,14,away
2012-04-13,STL,-184,0,7.0,100,7.0,14,home
2012-04-13,CHC,164,1,7.0,-120,7.0,14,away
2012-04-13,WSH,-142,1,7.5,-105,-4.5,3,home
2012-04-13,CIN,122,0,7.5,-115,-4.5,3,away
2012-04-13,KC,-118,0,8.0,-120,3.0,11,home
2012-04-13,CLE,-102,1,8.0,100,3.0,11,away
2012-04-13,COL,-115,1,8.5,-120,4.5,13,home
2012-04-13,COL,-115,1,8.5,100,4.5,13,away
2012-04-13,ARI,-105,0,8.5,-120,4.5,13,home
2012-04-13,SD,108,0,7.0,-120,10.0,17,home
2012-04-13,LAA,140,0,9.5,-115,-4.5,5,away
2012-04-13,NYY,-160,1,9.5,-105,-4.5,5,home
2012-04-13,KC,-118,0,8.0,100,3.0,11,away
2012-04-13,CLE,-102,1,8.0,-120,3.0,11,home
2012-04-13,LAD,-128,1,7.0,100,10.0,17,away
2012-04-13,MIA,-200,1,7.5,-110,1.5,9,home
2012-04-13,DET,-109,0,8.5,-115,-1.5,7,away
2012-04-13,CWS,-111,1,8.5,-105,-1.5,7,home
2012-04-13,CWS,-111,1,8.5,-115,-1.5,7,away
2012-04-13,HOU,170,0,7.5,-110,1.5,9,away
2012-04-13,DET,-109,0,8.5,-105,-1.5,7,home
2012-04-14,TEX,-159,1,8.5,-125,-0.5,8,home
2012-04-14,PIT,119,0,7.5,-115,-0.5,7,away
2012-04-14,SF,-139,1,7.5,-105,-0.5,7,home
2012-04-14,PHI,-139,0,7.5,-105,-2.5,5,away
2012-04-14,NYM,119,1,7.5,-115,-2.5,5,home
2012-04-14,OAK,-108,0,7.0,-115,-3.0,4,away
2012-04-14,LAA,105,1,9.5,-105,-1.5,8,home
2012-04-14,NYY,-125,0,9.5,-115,-1.5,8,away
2012-04-14,NYM,119,1,7.5,-105,-2.5,5,away
2012-04-14,PHI,-139,0,7.5,-115,-2.5,5,home
2012-04-14,MIN,139,0,8.5,105,-0.5,8,away
2012-04-14,LAD,-137,1,7.0,-120,0.0,7,home
2012-04-14,SEA,-112,1,7.0,-105,-3.0,4,home
2012-04-14,SD,117,0,7.0,100,0.0,7,away
2012-04-14,BOS,-128,1,9.0,-110,9.0,18,home
