date,selection,odds,result,ou_line,ou_odds,ou_result,total_points,location
2023-03-18,NJ,125,0,7.0,-110,-1.0,6,away
2023-03-18,DET,190,0,6.5,-110,-0.5,6,home
2023-03-18,TB,-345,1,6.5,-110,1.5,8,home
2023-03-18,MIN,160,0,5.5,-110,1.5,7,home
2023-03-18,BOS,-160,1,5.5,-110,1.5,7,away
2023-03-18,NSH,140,0,5.5,-110,-0.5,5,home
2023-03-18,COL,-190,1,6.5,-110,-0.5,6,away
2023-03-18,EDM,-135,1,7.0,-110,3.0,10,away
2023-03-18,PHI,250,0,6.0,-110,3.0,9,home
2023-03-18,CAR,-250,1,6.0,-110,3.0,9,away
2023-03-18,FLA,-125,1,7.0,-110,-1.0,6,home
2023-03-18,WPG,-140,1,5.5,-110,-0.5,5,away
2023-03-19,NYR,-250,1,6.0,-110,1.0,7,home
2023-03-19,ANA,130,0,7.0,-110,-4.0,3,home
2023-03-19,WPG,-140,0,6.5,-110,-3.5,3,away
2023-03-19,VAN,-130,1,7.0,-110,-4.0,3,away
2023-03-19,STL,140,1,6.5,-110,-3.5,3,home
2023-03-19,NSH,250,0,6.0,-110,1.0,7,away
2023-03-19,NJ,120,1,6.5,-110,0.5,7,away
2023-03-19,MIN,-140,1,6.0,-110,2.0,8,home
2023-03-19,CBJ,335,0,6.5,-110,2.5,9,away
2023-03-19,VGK,-335,1,6.5,-110,2.5,9,home
2023-03-19,WAS,140,0,6.0,-110,2.0,8,away
2023-03-19,BOS,-178,1,6.5,-110,0.5,7,away
2023-03-19,BUF,178,0,6.5,-110,0.5,7,home
2023-03-19,TB,-120,0,6.5,-110,0.5,7,home
2023-03-20,CGY,0,0,6.0,-110,4.0,10,away
2023-03-20,LA,0,1,6.0,-110,4.0,10,home
2023-03-20,EDM,-335,1,7.0,-110,2.0,9,home
2023-03-20,CHI,420,0,6.0,-110,-1.0,5,away
2023-03-20,SJ,335,0,7.0,-110,2.0,9,away
2023-03-20,OTT,175,1,7.0,-110,-4.0,3,away
2023-03-20,PIT,-175,0,7.0,-110,-4.0,3,home
2023-03-20,FLA,-205,1,6.5,-110,0.5,7,away
2023-03-20,DET,205,0,6.5,-110,0.5,7,home
2023-03-20,COL,-420,1,6.0,-110,-1.0,5,home
2023-03-21,TOR,-120,0,6.0,-110,3.0,9,away
2023-03-21,WPG,-320,1,6.5,-110,-3.5,3,home
2023-03-21,ARI,320,0,6.5,-110,-3.5,3,away
2023-03-21,STL,-155,0,6.5,-110,-1.5,5,home
2023-03-21,VGK,-135,1,6.5,-110,0.5,7,away
2023-03-21,SEA,165,1,6.5,-110,2.5,9,away
2023-03-21,ANA,225,0,6.5,-110,-0.5,6,home
2023-03-21,CGY,-225,1,6.5,-110,-0.5,6,away
2023-03-21,VAN,135,0,6.5,-110,0.5,7,home
2023-03-21,NYI,120,1,6.0,-110,3.0,9,home
2023-03-21,DAL,-165,0,6.5,-110,2.5,9,home
2023-03-21,TB,-250,0,6.5,-110,-1.5,5,away
2023-03-21,DET,155,1,6.5,-110,-1.5,5,away
2023-03-21,OTT,305,0,6.5,-110,-3.5,3,away
2023-03-21,BOS,-305,1,6.5,-110,-3.5,3,home
2023-03-21,NSH,150,1,6.5,-110,3.5,10,away
2023-03-21,BUF,-150,0,6.5,-110,3.5,10,home
2023-03-21,MIN,178,1,6.0,-110,-3.0,3,away
2023-03-21,NJ,-178,0,6.0,-110,-3.0,3,home
2023-03-21,FLA,-160,0,6.5,-110,2.5,9,away
2023-03-21,PHI,160,1,6.5,-110,2.5,9,home
2023-03-21,CBJ,240,1,6.5,-110,6.5,13,away
2023-03-21,WAS,-240,0,6.5,-110,6.5,13,home
2023-03-21,CAR,130,1,6.0,-110,-1.0,5,away
2023-03-21,NYR,-130,0,6.0,-110,-1.0,5,home
2023-03-21,MTL,250,1,6.5,-110,-1.5,5,home
2023-03-22,ARI,480,0,7.0,-110,0.0,7,away
2023-03-22,EDM,-480,1,7.0,-110,0.0,7,home
2023-03-22,PIT,145,1,6.5,-110,0.5,7,away
2023-03-22,COL,-145,0,6.5,-110,0.5,7,home
2023-03-23,ANA,320,0,6.0,-110,-1.0,5,home
2023-03-23,SJ,170,0,6.5,-110,2.5,9,away
2023-03-23,VAN,-170,1,6.5,-110,2.5,9,home
2023-03-23,PIT,160,0,6.5,-110,-1.5,5,away
2023-03-23,WPG,-320,1,6.0,-110,-1.0,5,away
2023-03-23,DAL,-160,1,6.5,-110,-1.5,5,home
2023-03-23,VGK,140,1,6.5,-110,-1.5,5,away
2023-03-23,CGY,-140,0,6.5,-110,-1.5,5,home
2023-03-23,SEA,-135,0,6.0,-110,-3.0,3,away
2023-03-23,NSH,135,1,6.0,-110,-3.0,3,home
2023-03-23,TOR,140,1,7.0,-110,1.0,8,away
2023-03-23,FLA,-140,0,7.0,-110,1.0,8,home
2023-03-23,BOS,-455,1,6.5,-110,-0.5,6,home
2023-03-23,OTT,125,1,6.5,-110,2.5,9,home
2023-03-23,STL,125,1,6.5,-110,0.5,7,away
2023-03-23,DET,-125,0,6.5,-110,0.5,7,home
2023-03-23,NYR,145,1,6.0,-110,-3.0,3,away
2023-03-23,CAR,-145,0,6.0,-110,-3.0,3,home
2023-03-23,MTL,455,0,6.5,-110,-0.5,6,away
2023-03-23,CHI,320,0,6.0,-110,1.0,7,away
2023-03-23,WAS,-320,1,6.0,-110,1.0,7,home
2023-03-23,MIN,-155,0,5.5,-110,3.5,9,away
2023-03-23,PHI,155,1,5.5,-110,3.5,9,home
2023-03-23,TB,-125,0,6.5,-110,2.5,9,away
2023-03-24,COL,-455,1,6.0,-110,-2.0,4,home
2023-03-24,NYI,-220,0,6.5,-110,2.5,9,away
2023-03-24,ARI,455,0,6.0,-110,-2.0,4,away
2023-03-24,NJ,-178,0,7.0,-110,2.0,9,away
2023-03-24,BUF,178,1,7.0,-110,2.0,9,home
2023-03-24,CBJ,220,1,6.5,-110,2.5,9,home
2023-03-25,CBJ,160,0,6.5,-110,3.5,10,away
2023-03-25,NJ,-205,1,6.5,-110,1.5,8,home
2023-03-25,OTT,205,0,6.5,-110,1.5,8,away
2023-03-25,CAR,-145,1,6.0,-110,2.0,8,home
2023-03-25,DAL,-178,0,6.5,-110,-2.5,4,home
2023-03-25,VAN,178,1,6.5,-110,-2.5,4,away
2023-03-25,PIT,-145,1,6.5,-110,0.5,7,home
2023-03-25,WAS,145,0,6.5,-110,0.5,7,away
2023-03-25,EDM,-195,0,7.0,-110,0.0,7,home
2023-03-25,VGK,195,1,7.0,-110,0.0,7,away
2023-03-25,ANA,155,0,6.5,-110,2.5,9,home
2023-03-25,STL,-155,1,6.5,-110,2.5,9,away
2023-03-25,MTL,-160,1,6.5,-110,3.5,10,home
2023-03-25,NYR,130,1,6.5,-110,0.5,7,away
2023-03-25,TOR,145,0,6.0,-110,2.0,8,away
2023-03-25,CHI,350,0,6.0,-110,-2.0,4,away
2023-03-25,FLA,-130,0,6.5,-110,0.5,7,home
2023-03-25,PHI,-130,1,6.0,-110,-3.0,3,home
2023-03-25,DET,130,0,6.0,-110,-3.0,3,away
2023-03-25,BOS,-170,1,6.0,-110,-3.0,3,home
2023-03-25,TB,170,0,6.0,-110,-3.0,3,away
2023-03-25,NSH,130,0,6.0,-110,3.0,9,home
2023-03-25,CGY,-305,1,6.5,-110,1.5,8,home
2023-03-25,SEA,-130,1,6.0,-110,3.0,9,away
2023-03-25,LA,-120,1,6.0,-110,-1.0,5,home
2023-03-25,WPG,120,0,6.0,-110,-1.0,5,away
2023-03-25,NYI,-170,0,6.5,-110,-4.5,2,home
2023-03-25,BUF,170,1,6.5,-110,-4.5,2,away
2023-03-25,MIN,-350,1,6.0,-110,-2.0,4,home
2023-03-25,SJ,305,0,6.5,-110,1.5,8,away
2023-03-26,CHI,170,0,6.5,-110,-0.5,6,home
2023-03-26,STL,250,0,6.5,-110,6.5,13,away
2023-03-26,LA,-250,1,6.5,-110,6.5,13,home
2023-03-26,VAN,-170,1,6.5,-110,-0.5,6,away
2023-03-26,TOR,-195,1,6.5,-110,-1.5,5,away
2023-03-26,ARI,320,0,6.5,-110,0.5,7,home
2023-03-26,BOS,155,1,5.5,-110,1.5,7,away
2023-03-26,CAR,-155,0,5.5,-110,1.5,7,home
2023-03-26,COL,-320,1,6.5,-110,0.5,7,away
2023-03-26,NSH,195,0,6.5,-110,-1.5,5,home
2023-03-27,SEA,120,0,6.0,-110,0.0,6,away
2023-03-27,EDM,-320,1,7.0,-110,2.0,9,away
2023-03-27,ARI,320,0,7.0,-110,2.0,9,home
2023-03-27,COL,-285,1,6.5,-110,-0.5,6,away
2023-03-27,ANA,285,0,6.5,-110,-0.5,6,home
2023-03-27,MIN,-120,1,6.0,-110,0.0,6,home
2023-03-27,BUF,-178,0,7.0,-110,0.0,7,home
2023-03-27,NYI,125,1,6.0,-110,0.0,6,home
2023-03-27,MTL,178,1,7.0,-110,0.0,7,away
2023-03-27,FLA,-155,0,7.0,-110,0.0,7,away
2023-03-27,OTT,155,1,7.0,-110,0.0,7,home
2023-03-27,NJ,-125,0,6.0,-110,0.0,6,away
2023-03-28,WPG,-210,0,6.5,-110,-3.5,3,away
2023-03-28,SJ,210,1,6.5,-110,-3.5,3,home
2023-03-28,EDM,-115,1,7.0,-110,4.0,11,away
2023-03-28,VGK,115,0,7.0,-110,4.0,11,home
2023-03-28,CGY,-135,1,6.0,-110,-3.0,3,home
2023-03-28,DAL,-305,1,5.5,-110,-0.5,5,away
2023-03-28,CHI,305,0,5.5,-110,-0.5,5,home
2023-03-28,VAN,0,0,6.5,-110,4.5,11,away
2023-03-28,STL,0,1,6.5,-110,4.5,11,home
2023-03-28,LA,135,0,6.0,-110,-3.0,3,away
2023-03-28,CAR,-130,0,6.0,-110,-2.0,4,home
2023-03-28,PIT,-190,0,6.0,-110,5.0,11,away
2023-03-28,DET,190,1,6.0,-110,5.0,11,home
2023-03-28,NSH,320,1,5.5,-110,-2.5,3,away
2023-03-28,BOS,-320,0,5.5,-110,-2.5,3,home
2023-03-28,MTL,145,0,6.5,-110,-1.5,5,away
2023-03-28,PHI,-145,1,6.5,-110,-1.5,5,home
2023-03-28,CBJ,430,0,6.5,-110,1.5,8,away
2023-03-28,NYR,-430,1,6.5,-110,1.5,8,home
2023-03-28,TB,130,1,6.0,-110,-2.0,4,away
2023-03-29,MIN,165,1,6.0,-110,0.0,6,away
2023-03-29,COL,-165,0,6.0,-110,0.0,6,home
2023-03-29,NYI,-120,1,5.5,-110,-2.5,3,away
2023-03-29,FLA,160,1,7.0,-110,-2.0,5,away
2023-03-29,TOR,-160,0,7.0,-110,-2.0,5,home
2023-03-29,WAS,120,0,5.5,-110,-2.5,3,home
2023-03-30,DET,220,1,6.0,-110,-1.0,5,home
2023-03-30,VGK,-178,0,6.5,-110,0.5,7,away
2023-03-30,SJ,178,1,6.5,-110,0.5,7,home
2023-03-30,ANA,400,0,6.5,-110,-1.5,5,away
2023-03-30,SEA,-400,1,6.5,-110,-1.5,5,home
2023-03-30,LA,190,0,6.5,-110,-4.5,2,away
2023-03-30,EDM,-190,1,6.5,-110,-4.5,2,home
2023-03-30,STL,-135,1,6.5,-110,1.5,8,away
2023-03-30,CHI,135,0,6.5,-110,1.5,8,home
2023-03-30,CAR,-220,0,6.0,-110,-1.0,5,away
2023-03-30,WAS,210,0,6.0,-110,0.0,6,away
2023-03-30,PIT,-220,1,6.5,-110,-4.5,2,home
2023-03-30,PHI,190,0,6.5,-110,2.5,9,away
2023-03-30,OTT,-190,1,6.5,-110,2.5,9,home
2023-03-30,NYR,135,0,6.5,-110,-3.5,3,away
2023-03-30,NJ,-135,1,6.5,-110,-3.5,3,home
2023-03-30,NSH,220,0,6.5,-110,-4.5,2,away
2023-03-30,TB,-210,1,6.0,-110,0.0,6,home
2023-03-30,FLA,-195,1,7.0,-110,0.0,7,away
2023-03-30,MTL,195,0,7.0,-110,0.0,7,home
2023-03-30,CBJ,480,0,6.5,-110,-3.5,3,away
2023-03-30,BOS,-480,1,6.5,-110,-3.5,3,home
2023-03-31,DAL,-240,1,6.0,-110,1.0,7,away
2023-03-31,ARI,240,0,6.0,-110,1.0,7,home
2023-03-31,CGY,-155,1,6.5,-110,2.5,9,away
2023-03-31,VAN,155,0,6.5,-110,2.5,9,home
2023-03-31,WPG,-250,1,6.0,-110,2.0,8,home
2023-03-31,NYR,-155,0,6.5,-110,-1.5,5,away
2023-03-31,BUF,155,1,6.5,-110,-1.5,5,home
2023-03-31,DET,250,0,6.0,-110,2.0,8,away
2023-04-01,CHI,355,0,6.5,-110,2.5,9,home
2023-04-01,ARI,120,0,6.5,-110,2.5,9,home
2023-04-01,MIN,115,0,6.0,-110,-1.0,5,away
2023-04-01,VGK,-115,1,6.0,-110,-1.0,5,home
2023-04-01,SJ,-120,1,6.5,-110,2.5,9,away
2023-04-01,SEA,-115,0,6.0,-110,-2.0,4,home
2023-04-01,ANA,550,0,7.0,-110,-1.0,6,away
2023-04-01,EDM,-550,1,7.0,-110,-1.0,6,home
2023-04-01,DAL,165,0,6.0,-110,1.0,7,away
2023-04-01,COL,-165,1,6.0,-110,1.0,7,home
2023-04-01,NJ,-355,1,6.5,-110,2.5,9,away
2023-04-01,TOR,-160,1,6.5,-110,-3.5,3,away
2023-04-01,LA,115,1,6.0,-110,-2.0,4,away
2023-04-01,NYI,155,0,5.5,-110,-0.5,5,away
2023-04-01,NSH,-135,1,6.0,-110,1.0,7,home
2023-04-01,OTT,160,0,6.5,-110,-3.5,3,home
2023-04-01,PIT,115,0,6.5,-110,0.5,7,home
2023-04-01,BOS,-115,1,6.5,-110,0.5,7,away
2023-04-01,PHI,-115,0,6.5,-110,2.5,9,home
2023-04-01,STL,135,0,6.0,-110,1.0,7,away
2023-04-01,MTL,267,0,6.5,-110,-3.5,3,home
2023-04-01,CAR,-267,1,6.5,-110,-3.5,3,away
2023-04-01,CBJ,278,0,7.0,-110,0.0,7,home
2023-04-01,FLA,-278,1,7.0,-110,0.0,7,away
2023-04-01,TB,-155,1,5.5,-110,-0.5,5,home
2023-04-01,BUF,115,1,6.5,-110,2.5,9,away
2023-04-02,LA,-115,1,6.5,-110,-1.5,5,away
2023-04-02,VAN,115,0,6.5,-110,-1.5,5,home
2023-04-02,ANA,600,0,6.5,-110,2.5,9,away
2023-04-02,CGY,-600,1,6.5,-110,2.5,9,home
2023-04-02,NJ,115,0,6.5,-110,0.5,7,away
2023-04-02,WPG,-115,1,6.5,-110,0.5,7,home
2023-04-02,DET,250,1,6.5,-110,0.5,7,away
2023-04-02,PHI,260,0,6.5,-110,-0.5,6,away
2023-04-02,TOR,-250,0,6.5,-110,0.5,7,home
2023-04-02,OTT,-195,0,6.5,-110,0.5,7,away
2023-04-02,CBJ,195,1,6.5,-110,0.5,7,home
2023-04-02,NYI,165,0,5.5,-110,-2.5,3,away
2023-04-02,CAR,-165,1,5.5,-110,-2.5,3,home
2023-04-02,BOS,-235,1,6.0,-110,1.0,7,away
2023-04-02,STL,235,0,6.0,-110,1.0,7,home
2023-04-02,NYR,-135,1,6.0,-110,1.0,7,away
2023-04-02,WAS,135,0,6.0,-110,1.0,7,home
2023-04-02,PIT,-260,1,6.5,-110,-0.5,6,home
2023-04-03,ARI,335,0,6.5,-110,2.5,9,away
2023-04-03,SEA,-335,1,6.5,-110,2.5,9,home
2023-04-03,NSH,205,0,6.0,-110,0.0,6,away
2023-04-03,VGK,135,1,5.5,-110,1.5,7,away
2023-04-03,MIN,-135,0,5.5,-110,1.5,7,home
2023-04-03,DAL,-205,1,6.0,-110,0.0,6,home
2023-04-04,STL,-130,1,6.5,-110,-0.5,6,home
2023-04-04,LA,145,0,6.5,-110,-2.5,4,home
2023-04-04,COL,-250,1,6.5,-110,0.5,7,away
2023-04-04,SJ,250,0,6.5,-110,0.5,7,home
2023-04-04,EDM,-145,1,6.5,-110,-2.5,4,away
2023-04-04,SEA,0,1,6.5,-110,0.5,7,away
2023-04-04,VAN,0,0,6.5,-110,0.5,7,home
2023-04-04,CHI,455,1,6.0,-110,1.0,7,away
2023-04-04,CGY,-455,0,6.0,-110,1.0,7,home
2023-04-04,PHI,130,0,6.5,-110,-0.5,6,away
2023-04-04,VGK,-145,0,6.0,-110,-1.0,5,away
2023-04-04,CBJ,430,0,6.5,-110,-0.5,6,away
2023-04-04,PIT,150,0,6.5,-110,-0.5,6,away
2023-04-04,FLA,-195,1,7.0,-110,-4.0,3,home
2023-04-04,BUF,195,0,7.0,-110,-4.0,3,away
2023-04-04,TOR,-430,1,6.5,-110,-0.5,6,home
2023-04-04,MTL,120,0,6.5,-110,-1.5,5,home
2023-04-04,NSH,145,1,6.0,-110,-1.0,5,home
2023-04-04,CAR,-278,1,6.0,-110,-1.0,5,home
2023-04-04,NJ,-150,1,6.5,-110,-0.5,6,home
2023-04-04,DET,-120,1,6.5,-110,-1.5,5,away
2023-04-04,OTT,278,0,6.0,-110,-1.0,5,away
2023-04-05,WPG,-140,0,6.0,-110,-2.0,4,home
2023-04-05,CGY,140,1,6.0,-110,-2.0,4,away
2023-04-05,NYR,-125,1,6.0,-110,3.0,9,home
2023-04-05,TB,125,0,6.0,-110,3.0,9,away
2023-04-05,ANA,355,0,7.0,-110,-3.0,4,home
2023-04-05,EDM,-355,1,7.0,-110,-3.0,4,away
2023-04-06,COL,-240,1,6.5,-110,1.5,8,away
2023-04-06,CAR,-210,0,5.5,-110,-2.5,3,away
2023-04-06,STL,165,1,6.5,-110,-1.5,5,home
2023-04-06,NYR,-165,0,6.5,-110,-1.5,5,away
2023-04-06,DAL,-235,1,6.0,-110,-1.0,5,home
2023-04-06,PHI,235,0,6.0,-110,-1.0,5,away
2023-04-06,SEA,-320,1,6.5,-110,-0.5,6,home
2023-04-06,CHI,240,0,6.5,-110,-3.5,3,away
2023-04-06,LA,125,0,6.0,-110,1.0,7,away
2023-04-06,NSH,210,1,5.5,-110,-2.5,3,home
2023-04-06,SJ,240,0,6.5,-110,1.5,8,home
2023-04-06,VAN,-240,1,6.5,-110,-3.5,3,home
2023-04-06,TB,165,0,5.5,-110,1.5,7,away
2023-04-06,ARI,320,0,6.5,-110,-0.5,6,away
2023-04-06,WAS,-160,0,6.5,-110,1.5,8,away
2023-04-06,NYI,-165,1,5.5,-110,1.5,7,home
2023-04-06,DET,0,0,6.5,-110,6.5,13,home
2023-04-06,BUF,0,1,6.5,-110,6.5,13,away
2023-04-06,NJ,-420,1,7.0,-110,2.0,9,home
2023-04-06,CBJ,420,0,7.0,-110,2.0,9,away
2023-04-06,PIT,-130,1,6.0,-110,-1.0,5,home
2023-04-06,VGK,-125,1,6.0,-110,1.0,7,home
2023-04-06,FLA,-240,1,7.0,-110,2.0,9,home
2023-04-06,OTT,240,0,7.0,-110,2.0,9,away
2023-04-06,BOS,-150,1,6.0,-110,-3.0,3,home
2023-04-06,TOR,150,0,6.0,-110,-3.0,3,away
2023-04-06,MIN,130,0,6.0,-110,-1.0,5,away
2023-04-06,MTL,160,1,6.5,-110,1.5,8,home
2023-04-08,MTL,365,0,6.5,-110,1.5,8,away
2023-04-08,TB,-135,0,6.5,-110,4.5,11,away
2023-04-08,NYI,-292,1,5.5,-110,-1.5,4,home
2023-04-08,PHI,292,0,5.5,-110,-1.5,4,away
2023-04-08,BOS,-155,1,6.0,-110,-3.0,3,home
2023-04-08,NJ,155,0,6.0,-110,-3.0,3,away
2023-04-08,VAN,170,1,6.5,-110,-1.5,5,home
2023-04-08,STL,250,0,6.0,-110,2.0,8,away
2023-04-08,OTT,135,1,6.5,-110,4.5,11,home
2023-04-08,CGY,-170,0,6.5,-110,-1.5,5,away
2023-04-08,SEA,-365,1,6.0,-110,4.0,10,home
2023-04-08,CHI,365,0,6.0,-110,4.0,10,away
2023-04-08,LA,120,0,6.0,-110,1.0,7,home
2023-04-08,COL,-120,1,6.0,-110,1.0,7,away
2023-04-08,MIN,-250,1,6.0,-110,2.0,8,home
2023-04-08,NYR,-305,1,6.5,-110,-2.5,4,away
2023-04-08,ANA,150,0,6.5,-110,2.5,9,away
2023-04-08,NSH,195,0,5.5,-110,-3.5,2,away
2023-04-08,BUF,190,1,6.5,-110,0.5,7,home
2023-04-08,CAR,-190,0,6.5,-110,0.5,7,away
2023-04-08,DET,190,0,6.5,-110,-0.5,6,home
2023-04-08,PIT,-190,1,6.5,-110,-0.5,6,away
2023-04-08,DAL,-170,1,5.5,-110,-2.5,3,home
2023-04-08,CBJ,305,0,6.5,-110,-2.5,4,home
2023-04-08,VGK,170,0,5.5,-110,-2.5,3,away
2023-04-08,EDM,-267,1,6.5,-110,0.5,7,away
2023-04-08,ARI,-150,1,6.5,-110,2.5,9,home
2023-04-08,WAS,190,0,7.0,-110,-1.0,6,home
2023-04-08,FLA,-190,1,7.0,-110,-1.0,6,away
2023-04-08,TOR,-365,1,6.5,-110,1.5,8,home
2023-04-08,WPG,-195,1,5.5,-110,-3.5,2,home
2023-04-08,SJ,267,0,6.5,-110,0.5,7,home
2023-04-09,COL,-345,1,6.5,-110,2.5,9,away
2023-04-09,ANA,345,0,6.5,-110,2.5,9,home
2023-04-09,BOS,-225,1,6.0,-110,2.0,8,away
2023-04-09,PHI,225,0,6.0,-110,2.0,8,home
2023-04-10,CGY,-220,0,5.5,-110,-0.5,5,home
2023-04-10,VAN,195,0,6.5,-110,-3.5,3,away
2023-04-10,LA,-195,1,6.5,-110,-3.5,3,home
2023-04-10,SEA,-250,1,6.5,-110,-1.5,5,away
2023-04-10,ARI,250,0,6.5,-110,-1.5,5,home
2023-04-10,NSH,220,1,5.5,-110,-0.5,5,away
2023-04-10,MIN,-235,1,6.0,-110,0.0,6,away
2023-04-10,CHI,235,0,6.0,-110,0.0,6,home
2023-04-10,FLA,-150,0,7.0,-110,-4.0,3,home
2023-04-10,TOR,150,1,7.0,-110,-4.0,3,away
2023-04-10,WPG,-365,1,6.5,-110,1.5,8,home
2023-04-10,NYI,-195,0,5.5,-110,1.5,7,away
2023-04-10,WAS,195,1,5.5,-110,1.5,7,home
2023-04-10,DAL,-178,1,6.0,-110,1.0,7,away
2023-04-10,DET,178,0,6.0,-110,1.0,7,home
2023-04-10,CAR,-190,0,6.5,-110,-1.5,5,away
2023-04-10,OTT,190,1,6.5,-110,-1.5,5,home
2023-04-10,BUF,220,1,6.5,-110,-1.5,5,away
2023-04-10,NYR,-220,0,6.5,-110,-1.5,5,home
2023-04-10,SJ,365,0,6.5,-110,1.5,8,away
2023-04-11,MIN,-120,0,5.5,-110,-1.5,4,home
2023-04-11,WPG,120,1,5.5,-110,-1.5,4,away
2023-04-11,COL,115,0,6.5,-110,-3.5,3,home
2023-04-11,EDM,-115,1,6.5,-110,-3.5,3,away
2023-04-11,SEA,155,0,6.0,-110,-1.0,5,away
2023-04-11,ANA,160,0,6.5,-110,-1.5,5,home
2023-04-11,VAN,-160,1,6.5,-110,-1.5,5,away
2023-04-11,CHI,550,1,6.5,-110,0.5,7,away
2023-04-11,VGK,-155,1,6.0,-110,-1.0,5,home
2023-04-11,PIT,-550,0,6.5,-110,0.5,7,home
2023-04-11,WAS,350,0,6.0,-110,1.0,7,away
2023-04-11,BOS,-350,1,6.0,-110,1.0,7,home
2023-04-11,TOR,220,1,6.5,-110,0.5,7,away
2023-04-11,TB,-220,0,6.5,-110,0.5,7,home
2023-04-11,DET,335,0,6.0,-110,-1.0,5,away
2023-04-11,CAR,-335,1,6.0,-110,-1.0,5,home
2023-04-11,CBJ,210,0,6.5,-110,0.5,7,away
2023-04-11,PHI,-210,1,6.5,-110,0.5,7,home
2023-04-11,BUF,250,0,7.0,-110,1.0,8,away
2023-04-11,NJ,-250,1,7.0,-110,1.0,8,home
2023-04-12,CGY,-250,1,6.5,-110,-2.5,4,home
2023-04-12,DAL,-165,1,6.0,-110,1.0,7,away
2023-04-12,SJ,250,0,6.5,-110,-2.5,4,away
2023-04-12,MTL,385,0,5.5,-110,0.5,6,away
2023-04-12,NYI,-385,1,5.5,-110,0.5,6,home
2023-04-12,STL,165,0,6.0,-110,1.0,7,home
2023-04-13,DAL,-305,1,6.0,-110,-5.0,1,home
2023-04-13,STL,305,0,6.0,-110,-5.0,1,away
2023-04-13,COL,-320,1,6.0,-110,0.0,6,home
2023-04-13,WPG,320,0,6.0,-110,0.0,6,away
2023-04-13,CHI,115,0,6.0,-110,3.0,9,home
2023-04-13,PHI,-115,1,6.0,-110,3.0,9,away
2023-04-13,EDM,-550,1,7.0,-110,0.0,7,home
2023-04-13,ANA,267,0,6.5,-110,1.5,8,home
2023-04-13,LA,-267,1,6.5,-110,1.5,8,away
2023-04-13,ARI,155,0,6.5,-110,2.5,9,home
2023-04-13,VAN,-155,1,6.5,-110,2.5,9,away
2023-04-13,MIN,160,0,5.0,-110,2.0,7,away
2023-04-13,SJ,550,0,7.0,-110,0.0,7,away
2023-04-13,NSH,-160,1,5.0,-110,2.0,7,home
2023-04-13,SEA,0,0,6.0,-110,-2.0,4,home
2023-04-13,NYR,-140,0,6.5,-110,-1.5,5,home
2023-04-13,PIT,-250,0,6.5,-110,-1.5,5,away
2023-04-13,CBJ,250,1,6.5,-110,-1.5,5,home
2023-04-13,OTT,135,0,7.0,-110,0.0,7,away
2023-04-13,BUF,-135,1,7.0,-110,0.0,7,home
2023-04-13,NJ,-145,1,6.5,-110,2.5,9,away
2023-04-13,WAS,145,0,6.5,-110,2.5,9,home
2023-04-13,DET,250,0,6.5,-110,-1.5,5,away
2023-04-13,TB,-250,1,6.5,-110,-1.5,5,home
2023-04-13,CAR,115,1,6.5,-110,3.5,10,away
2023-04-13,FLA,-115,0,6.5,-110,3.5,10,home
2023-04-13,BOS,-345,1,6.5,-110,2.5,9,away
2023-04-13,MTL,345,0,6.5,-110,2.5,9,home
2023-04-13,TOR,140,1,6.5,-110,-1.5,5,away
2023-04-13,VGK,0,1,6.0,-110,-2.0,4,away
