date,selection,odds,result,spread_line,spread_odds,spread_result,ou_line,ou_odds,ou_result,total_points,location
2013-03-12,Minnesota,362.2,1,9.0,-108.33,15.0,196.5,-107.5,-6.5,190.0,home
2013-03-12,San Antonio,-448.0,0,-9.0,-108.33,-15.0,196.5,-109.17,-6.5,190.0,away
2013-03-12,Miami,-576.0,1,-9.67,-108.33,26.67,197.5,-107.17,-18.5,179.0,home
2013-03-13,Atlanta,146.8,1,2.42,-106.67,1.58,204.42,-107.33,-16.419999999999987,188.0,home
2013-03-13,Toronto,172.6,0,5.08,-108.83,-29.08,189.42,-108.17,10.580000000000013,200.0,away
2013-03-13,Houston,-1067.75,1,-12.0,-110.83,42.0,212.92,-110.0,-20.919999999999987,192.0,home
2013-03-13,Minnesota,1865.0,0,15.33,-108.83,-31.33,185.25,-108.33,12.75,198.0,away
2013-03-13,Washington,106.75,1,1.25,-107.5,11.75,195.25,-106.67,3.75,199.0,home
2013-03-13,Milwaukee,-122.0,0,-1.25,-109.17,-11.75,195.25,-110.0,3.75,199.0,away
2013-03-13,L.A. Lakers,-164.0,0,-2.42,-110.0,-1.58,204.42,-109.33,-16.419999999999987,188.0,away
2013-03-13,Miami,-408.0,1,-8.25,-107.5,12.25,193.75,-108.33,-1.75,192.0,away
2013-03-13,Indiana,-2731.67,1,-15.33,-107.83,31.33,185.25,-108.33,12.75,198.0,home
2013-03-13,Boston,-196.6,1,-5.08,-107.83,29.08,189.42,-108.5,10.580000000000013,200.0,home
2013-03-13,Philadelphia,336.4,0,8.25,-109.17,-12.25,193.75,-108.33,-1.75,192.0,home
2013-03-13,New York,365.0,0,8.42,-107.83,-31.42,208.08,-109.33,2.9199999999999875,211.0,away
2013-03-13,Oklahoma City,-1635.0,1,-13.42,-108.83,36.42,204.58,-108.83,-7.5800000000000125,197.0,home
2013-03-13,Detroit,597.25,0,11.25,-109.67,-19.25,199.25,-109.0,2.75,202.0,away
2013-03-13,Memphis,241.6,1,7.0,-109.0,4.0,185.5,-108.33,-4.5,181.0,away
2013-03-13,L.A. Clippers,-279.0,0,-7.0,-107.67,-4.0,185.5,-108.33,-4.5,181.0,home
2013-03-13,Golden State,-772.5,1,-11.25,-107.0,19.25,199.25,-107.67,2.75,202.0,home
2013-03-13,Denver,-460.0,1,-8.42,-111.33,31.42,208.08,-109.0,2.9199999999999875,211.0,home
2013-03-13,Chicago,-172.0,0,-4.0,-109.33,-38.0,197.0,-108.67,3.0,200.0,away
2013-03-13,Sacramento,154.8,1,4.0,-107.33,38.0,197.0,-108.0,3.0,200.0,home
2013-03-13,Utah,1093.5,0,13.42,-109.5,-36.42,204.58,-109.5,-7.5800000000000125,197.0,away
2013-03-13,Phoenix,736.75,0,12.0,-107.5,-42.0,212.92,-108.33,-20.919999999999987,192.0,away
2013-03-14,San Antonio,-503.0,1,-9.25,-107.17,10.25,206.83,-109.5,-23.830000000000013,183.0,home
2013-03-14,Dallas,403.0,0,9.25,-109.5,-10.25,206.83,-107.17,-23.830000000000013,183.0,away
2013-03-14,Portland,-275.0,1,-6.42,-108.0,21.42,193.92,-108.33,1.0800000000000125,195.0,home
2013-03-14,New York,238.8,0,6.42,-108.67,-21.42,193.92,-108.33,1.0800000000000125,195.0,away
2013-03-15,Toronto,-917.5,1,-12.17,-109.83,26.17,193.58,-107.67,-23.580000000000013,170.0,home
2013-03-15,Charlotte,696.5,0,12.17,-106.83,-26.17,193.58,-109.0,-23.580000000000013,170.0,away
2013-03-15,Washington,-162.6,1,-3.67,-109.5,12.67,187.08,-108.83,-4.0800000000000125,183.0,home
2013-03-15,New Orleans,145.4,0,3.67,-107.17,-12.67,187.08,-107.83,-4.0800000000000125,183.0,away
2013-03-15,Minnesota,1270.0,0,14.5,-108.33,-22.5,210.83,-108.17,-2.8300000000000125,208.0,away
2013-03-15,Indiana,-407.0,0,-8.75,-110.17,2.75,190.5,-109.5,1.5,192.0,home
2013-03-15,Atlanta,-459.0,1,-8.58,-109.67,21.58,192.67,-107.83,8.330000000000013,201.0,home
2013-03-15,Phoenix,365.4,0,8.58,-108.67,-21.58,192.67,-110.5,8.330000000000013,201.0,away
2013-03-15,Houston,-1825.5,1,-14.5,-108.33,22.5,210.83,-108.5,-2.8300000000000125,208.0,home
2013-03-15,L.A. Lakers,334.4,1,8.75,-106.5,-2.75,190.5,-107.17,1.5,192.0,away
2013-03-15,Cleveland,344.0,0,8.75,-108.5,-18.75,202.58,-109.17,-20.580000000000013,182.0,away
2013-03-15,Orlando,2330.0,0,17.08,-109.67,-30.08,207.33,-109.67,13.669999999999987,221.0,away
2013-03-15,Milwaukee,204.0,0,5.67,-108.67,-18.67,202.08,-109.67,-1.0800000000000125,201.0,home
2013-03-15,Miami,-241.0,1,-5.67,-109.67,18.67,202.08,-108.67,-1.0800000000000125,201.0,away
2013-03-15,Dallas,-415.0,1,-8.75,-108.17,18.75,202.58,-107.5,-20.580000000000013,182.0,home
2013-03-15,Denver,-239.0,1,-6.25,-107.83,13.25,195.42,-108.67,-28.419999999999987,167.0,home
2013-03-15,Memphis,205.8,0,6.25,-108.83,-13.25,195.42,-108.0,-28.419999999999987,167.0,away
2013-03-15,Golden State,-211.0,0,-5.33,-108.5,-12.67,188.0,-109.17,20.0,208.0,home
2013-03-15,Chicago,184.6,1,5.33,-108.17,12.67,188.0,-107.5,20.0,208.0,away
2013-03-15,Oklahoma City,-4630.0,1,-17.08,-108.67,30.08,207.33,-108.67,13.669999999999987,221.0,home
2013-03-16,Charlotte,1257.5,0,14.83,-107.67,-31.83,188.5,-109.5,4.5,193.0,away
2013-03-16,Indiana,-213.2,0,-5.58,-108.33,-1.42,182.92,-109.67,6.0800000000000125,189.0,away
2013-03-16,Washington,-344.0,1,-7.25,-110.83,29.25,189.58,-108.17,42.41999999999999,232.0,home
2013-03-16,Boston,-1913.75,1,-14.83,-109.0,31.83,188.5,-107.17,4.5,193.0,home
2013-03-16,Phoenix,290.4,0,7.25,-105.83,-29.25,189.58,-108.5,42.41999999999999,232.0,away
2013-03-16,Philadelphia,185.0,1,5.58,-108.33,1.42,182.92,-107.0,6.0800000000000125,189.0,home
2013-03-16,Utah,-145.75,1,-2.58,-107.5,8.58,184.5,-109.0,-10.5,174.0,home
2013-03-16,San Antonio,-2235.0,1,-14.58,-109.83,20.58,200.5,-108.33,31.5,232.0,home
2013-03-16,Memphis,127.5,0,2.58,-110.83,-8.58,184.5,-109.33,-10.5,174.0,away
2013-03-16,Detroit,503.5,0,10.33,-108.33,-21.33,198.75,-109.5,14.25,213.0,away
2013-03-16,Portland,-632.5,1,-10.33,-109.5,21.33,198.75,-107.17,14.25,213.0,home
2013-03-16,Cleveland,1441.25,0,14.58,-106.83,-20.58,200.5,-108.33,31.5,232.0,away
2013-03-17,Golden State,268.8,1,7.25,-110.0,22.75,218.33,-109.0,-32.33000000000001,186.0,away
2013-03-17,Toronto,293.4,0,7.17,-108.33,-24.17,194.5,-108.0,4.5,199.0,home
2013-03-17,Miami,-350.6,1,-7.17,-108.33,24.17,194.5,-108.67,4.5,199.0,away
2013-03-17,Milwaukee,-450.0,1,-9.25,-108.33,15.25,207.58,-107.5,16.419999999999987,224.0,home
2013-03-17,Orlando,365.8,0,9.25,-108.33,-15.25,207.58,-109.17,16.419999999999987,224.0,away
2013-03-17,New York,972.5,0,13.58,-108.67,-26.58,193.75,-108.0,-20.75,173.0,away
2013-03-17,Houston,-318.0,0,-7.25,-106.67,-22.75,218.33,-107.67,-32.33000000000001,186.0,home
2013-03-17,L.A. Clippers,-1310.0,1,-13.58,-108.0,26.58,193.75,-108.67,-20.75,173.0,home
2013-03-17,Minnesota,-120.75,1,-0.83,-110.5,2.83,190.33,-106.33,1.6699999999999875,192.0,home
2013-03-17,New Orleans,105.5,0,0.83,-106.17,-2.83,190.33,-110.33,1.6699999999999875,192.0,away
2013-03-17,Oklahoma City,-217.0,1,-5.5,-107.67,11.5,208.58,-107.0,-0.5800000000000125,208.0,away
2013-03-17,Brooklyn,-177.0,0,-4.17,-108.0,-7.83,188.75,-108.67,9.25,198.0,home
2013-03-17,Atlanta,157.6,1,4.17,-110.33,7.83,188.75,-109.67,9.25,198.0,away
2013-03-17,L.A. Lakers,-425.0,1,-8.67,-108.0,19.67,214.58,-107.5,0.4199999999999875,215.0,home
2013-03-17,Sacramento,349.2,0,8.67,-108.67,-19.67,214.58,-109.17,0.4199999999999875,215.0,away
2013-03-17,Dallas,187.6,0,5.5,-109.0,-11.5,208.58,-109.67,-0.5800000000000125,208.0,home
2013-03-18,Philadelphia,-113.25,1,-1.08,-108.17,2.08,194.33,-109.17,6.6699999999999875,201.0,home
2013-03-18,Dallas,161.0,1,4.25,-109.5,9.75,202.92,-107.83,37.08000000000001,240.0,away
2013-03-18,Boston,223.8,0,5.83,-108.33,-7.83,190.75,-109.17,17.25,208.0,home
2013-03-18,Atlanta,-178.6,0,-4.25,-107.17,-9.75,202.92,-108.83,37.08000000000001,240.0,home
2013-03-18,Charlotte,237.8,1,6.75,-108.5,-1.75,188.83,-108.33,44.16999999999999,233.0,home
2013-03-18,Cleveland,250.6,0,6.92,-109.67,-27.92,187.67,-108.0,13.330000000000013,201.0,home
2013-03-18,Washington,-273.0,0,-6.75,-108.17,1.75,188.83,-108.33,44.16999999999999,233.0,away
2013-03-18,Portland,-1.75,0,1.08,-108.5,-2.08,194.33,-107.5,6.6699999999999875,201.0,away
2013-03-18,Detroit,160.0,0,4.58,-109.67,-41.58,190.5,-108.33,10.5,201.0,home
2013-03-18,Indiana,-291.0,1,-6.92,-107.0,27.92,187.67,-108.67,13.330000000000013,201.0,away
2013-03-18,Brooklyn,-179.4,1,-4.58,-107.0,41.58,190.5,-108.33,10.5,201.0,away
2013-03-18,Phoenix,151.2,1,3.92,-107.5,19.08,199.92,-109.67,-24.919999999999987,175.0,home
2013-03-18,Miami,-257.0,1,-5.83,-108.33,7.83,190.75,-107.5,17.25,208.0,away
2013-03-18,Chicago,142.0,0,3.42,-107.33,-4.42,195.0,-107.0,42.0,237.0,home
2013-03-18,Utah,-620.0,0,-10.25,-108.0,3.25,188.75,-108.67,-15.75,173.0,home
2013-03-18,L.A. Lakers,-168.4,0,-3.92,-109.17,-19.08,199.92,-107.0,-24.919999999999987,175.0,away
2013-03-18,New York,478.0,1,10.25,-108.67,-3.25,188.75,-108.0,-15.75,173.0,away
2013-03-18,Golden State,-165.2,1,-3.67,-107.83,24.67,195.92,-109.17,-30.919999999999987,165.0,away
2013-03-18,New Orleans,148.0,0,3.67,-108.83,-24.67,195.92,-107.5,-30.919999999999987,165.0,home
2013-03-18,Minnesota,888.75,0,12.83,-107.5,-27.83,183.0,-107.83,-14.0,169.0,away
2013-03-18,Denver,-159.0,1,-3.42,-109.33,4.42,195.0,-109.67,42.0,237.0,away
2013-03-18,Memphis,-1222.5,1,-12.83,-109.17,27.83,183.0,-108.83,-14.0,169.0,home
2013-03-19,Indiana,-746.25,1,-11.08,-108.33,33.08,194.17,-108.33,-26.169999999999987,168.0,home
2013-03-19,Orlando,558.75,0,11.08,-110.0,-33.08,194.17,-110.0,-26.169999999999987,168.0,away
2013-03-19,Milwaukee,-221.0,1,-5.58,-106.83,12.58,207.17,-108.83,-10.169999999999987,197.0,home
2013-03-19,Portland,191.0,0,5.58,-109.83,-12.58,207.17,-107.83,-10.169999999999987,197.0,away
2013-03-19,Oklahoma City,-520.0,0,-9.25,-110.67,-0.75,217.75,-108.0,0.25,218.0,home
2013-03-19,Sacramento,370.8,1,8.75,-106.83,6.25,211.75,-108.33,5.25,217.0,home
2013-03-19,L.A. Clippers,-463.0,0,-8.75,-109.83,-6.25,211.75,-108.33,5.25,217.0,away
2013-03-19,Denver,417.2,1,9.25,-106.0,0.75,217.75,-108.67,0.25,218.0,away
2013-03-20,Memphis,-114.0,1,-0.58,-108.83,1.58,189.17,-109.17,-10.169999999999987,179.0,home
2013-03-20,Toronto,-257.0,0,-6.75,-106.67,0.75,195.25,-109.83,12.75,208.0,away
2013-03-20,Cleveland,664.5,0,11.42,-109.33,-14.42,197.92,-108.67,-4.9199999999999875,193.0,home
2013-03-20,New Orleans,171.4,1,4.33,-108.33,-3.33,187.17,-108.33,-14.169999999999987,173.0,home
2013-03-20,Miami,-913.75,1,-11.42,-109.0,14.42,197.92,-109.67,-4.9199999999999875,193.0,away
2013-03-20,New York,-718.75,1,-10.5,-108.5,22.5,197.83,-107.83,2.1699999999999875,200.0,home
2013-03-20,Charlotte,223.4,1,6.75,-110.0,-0.75,195.25,-106.83,12.75,208.0,home
2013-03-20,Atlanta,-240.0,1,-5.83,-108.17,13.83,206.17,-107.5,-18.169999999999987,188.0,home
2013-03-20,Milwaukee,207.0,0,5.83,-108.5,-13.83,206.17,-109.17,-18.169999999999987,188.0,away
2013-03-20,Oklahoma City,-1.0,0,0.58,-107.83,-1.58,189.17,-107.5,-10.169999999999987,179.0,away
2013-03-20,Orlando,559.25,0,10.5,-108.17,-22.5,197.83,-108.83,2.1699999999999875,200.0,away
2013-03-20,Boston,-195.2,0,-4.33,-108.33,3.33,187.17,-108.33,-14.169999999999987,173.0,away
2013-03-20,Houston,-338.0,1,-7.67,-108.33,14.67,209.83,-107.17,-16.830000000000013,193.0,home
2013-03-20,Utah,285.0,0,7.67,-108.33,-14.67,209.83,-109.5,-16.830000000000013,193.0,away
2013-03-20,Dallas,-160.8,0,-3.83,-105.33,-13.17,196.58,-108.33,12.419999999999987,209.0,home
2013-03-20,Brooklyn,143.8,1,3.83,-111.33,13.17,196.58,-108.33,12.419999999999987,209.0,away
2013-03-20,San Antonio,-369.6,1,-7.92,-108.33,18.92,202.92,-109.5,-5.9199999999999875,197.0,home
2013-03-20,Golden State,310.0,0,7.92,-108.33,-18.92,202.92,-107.17,-5.9199999999999875,197.0,away
2013-03-20,Washington,-108.0,1,-0.5,-106.67,9.5,193.42,-108.83,-26.419999999999987,167.0,away
2013-03-20,L.A. Clippers,-705.0,1,-10.92,-109.0,39.92,194.67,-108.0,-21.669999999999987,173.0,home
2013-03-20,Philadelphia,551.0,0,10.92,-107.67,-39.92,194.67,-108.67,-21.669999999999987,173.0,away
2013-03-20,Phoenix,-107.0,0,0.5,-111.83,-9.5,193.42,-107.83,-26.419999999999987,167.0,home
2013-03-21,Chicago,-247.0,0,-5.83,-111.67,-4.17,188.0,-109.17,0.0,188.0,home
2013-03-21,Portland,209.4,1,5.83,-106.67,4.17,188.0,-109.17,0.0,188.0,away
2013-03-21,Denver,-1528.75,1,-14.5,-107.83,15.5,203.83,-108.67,-2.8300000000000125,201.0,home
2013-03-21,Philadelphia,1088.75,0,14.5,-108.83,-15.5,203.83,-108.0,-2.8300000000000125,201.0,away
2013-03-21,Sacramento,-250.0,1,-5.92,-108.67,8.92,211.25,-107.17,-12.25,199.0,home
2013-03-21,Minnesota,216.4,0,5.92,-108.83,-8.92,211.25,-109.5,-12.25,199.0,away
2013-03-22,New Orleans,219.6,1,6.0,-108.17,1.0,179.17,-106.83,-6.1699999999999875,173.0,home
2013-03-22,Toronto,-115.75,0,-1.33,-108.67,-3.67,192.5,-107.83,0.5,193.0,home
2013-03-22,New York,50.5,1,1.33,-108.0,3.67,192.5,-108.83,0.5,193.0,away
2013-03-22,Orlando,1206.25,0,13.42,-110.0,-21.42,207.75,-108.5,-21.75,186.0,home
2013-03-22,Oklahoma City,-1737.5,1,-13.42,-106.67,21.42,207.75,-108.17,-21.75,186.0,away
2013-03-22,Indiana,-357.6,1,-7.5,-109.67,31.5,190.75,-106.33,-10.75,180.0,home
2013-03-22,Atlanta,-329.0,0,-7.5,-109.17,-3.5,201.08,-107.5,-4.0800000000000125,197.0,home
2013-03-22,Portland,272.4,1,7.5,-109.17,3.5,201.08,-110.83,-4.0800000000000125,197.0,away
2013-03-22,Miami,-3260.0,1,-15.92,-109.17,29.92,198.5,-108.33,-6.5,192.0,home
2013-03-22,Milwaukee,297.4,0,7.5,-107.0,-31.5,190.75,-110.33,-10.75,180.0,away
2013-03-22,Detroit,1710.0,0,15.92,-109.17,-29.92,198.5,-110.0,-6.5,192.0,away
2013-03-22,Houston,-991.25,1,-12.17,-109.17,50.17,211.42,-108.67,-17.419999999999987,194.0,home
2013-03-22,Memphis,-253.0,0,-6.0,-108.5,-1.0,179.17,-109.83,-6.1699999999999875,173.0,away
2013-03-22,L.A. Lakers,-474.0,0,-9.08,-108.33,6.08,199.0,-108.17,4.0,203.0,home
2013-03-22,Minnesota,108.6,1,2.17,-109.5,28.83,193.67,-109.17,9.330000000000013,203.0,away
2013-03-22,Utah,595.5,0,11.08,-108.33,-18.08,199.0,-109.5,2.0,201.0,away
2013-03-22,San Antonio,-816.75,1,-11.08,-110.0,18.08,199.0,-108.83,2.0,201.0,home
2013-03-22,Phoenix,-124.8,0,-2.17,-107.17,-28.83,193.67,-107.5,9.330000000000013,203.0,home
2013-03-22,Boston,157.8,0,4.08,-108.33,-14.08,195.92,-108.0,2.0800000000000125,198.0,away
2013-03-22,Dallas,-175.2,1,-4.08,-108.33,14.08,195.92,-108.67,2.0800000000000125,198.0,home
2013-03-22,Cleveland,742.5,0,12.17,-107.5,-50.17,211.42,-108.0,-17.419999999999987,194.0,away
2013-03-22,Washington,378.8,1,9.08,-108.33,-6.08,199.0,-108.5,4.0,203.0,away
2013-03-23,Chicago,-129.6,1,-1.58,-107.33,4.58,179.42,-107.83,-8.419999999999987,171.0,home
2013-03-23,Charlotte,-118.75,0,-0.42,-109.33,-0.5800000000000001,199.17,-107.17,-16.169999999999987,183.0,home
2013-03-23,Detroit,103.5,1,0.42,-107.33,0.5800000000000001,199.17,-109.5,-16.169999999999987,183.0,away
2013-03-23,New York,-296.0,1,-6.83,-107.83,32.83,191.92,-107.17,2.0800000000000125,194.0,home
2013-03-23,Toronto,252.6,0,6.83,-108.83,-32.83,191.92,-109.5,2.0800000000000125,194.0,away
2013-03-23,Memphis,-299.0,1,-7.17,-109.17,11.17,178.25,-108.5,37.75,216.0,home
2013-03-23,Indiana,113.2,0,1.58,-109.33,-4.58,179.42,-108.83,-8.419999999999987,171.0,away
2013-03-23,Sacramento,587.25,0,12.08,-110.83,-18.08,221.83,-107.5,-25.830000000000013,196.0,away
2013-03-23,Boston,256.4,0,7.17,-107.5,-11.17,178.25,-108.17,37.75,216.0,away
2013-03-23,L.A. Clippers,-353.0,1,-7.75,-108.67,13.75,191.08,-107.83,4.9199999999999875,196.0,home
2013-03-23,Washington,333.2,0,8.67,-109.17,-17.67,195.42,-109.33,-2.4199999999999875,193.0,away
2013-03-23,Golden State,-402.0,1,-8.67,-108.33,17.67,195.42,-107.33,-2.4199999999999875,193.0,home
2013-03-23,Denver,-778.75,1,-12.08,-107.5,18.08,221.83,-110.83,-25.830000000000013,196.0,home
2013-03-23,Brooklyn,297.0,0,7.75,-109.5,-13.75,191.08,-108.83,4.9199999999999875,196.0,away
2013-03-24,Oklahoma City,-732.5,1,-11.33,-107.33,31.33,206.83,-108.17,-20.830000000000013,186.0,home
2013-03-24,Atlanta,118.0,1,2.58,-108.5,2.42,202.58,-109.17,0.4199999999999875,203.0,away
2013-03-24,Miami,-2931.67,1,-16.75,-108.33,48.75,197.67,-109.67,-11.669999999999987,186.0,home
2013-03-24,Milwaukee,-133.75,0,-2.58,-108.17,-2.42,202.58,-107.5,0.4199999999999875,203.0,home
2013-03-24,Houston,50.5,1,1.33,-107.0,-0.33000000000000007,213.0,-107.5,-22.0,191.0,home
2013-03-24,San Antonio,-115.5,0,-1.33,-109.67,0.33000000000000007,213.0,-109.17,-22.0,191.0,away
2013-03-24,Portland,571.0,0,11.33,-109.33,-31.33,206.83,-108.5,-20.830000000000013,186.0,away
2013-03-24,Charlotte,1701.67,0,16.75,-110.0,-48.75,197.67,-108.67,-11.669999999999987,186.0,away
2013-03-24,Chicago,128.75,1,2.42,-107.33,4.58,185.58,-108.67,15.419999999999987,201.0,away
2013-03-24,Dallas,-256.4,1,-6.17,-108.5,11.17,199.92,-108.0,21.080000000000013,221.0,home
2013-03-24,Utah,222.8,0,6.17,-108.17,-11.17,199.92,-108.67,21.080000000000013,221.0,away
2013-03-24,Phoenix,222.2,0,6.0,-110.33,-8.0,189.75,-109.0,12.25,202.0,home
2013-03-24,Brooklyn,-255.4,1,-6.0,-106.33,8.0,189.75,-108.0,12.25,202.0,away
2013-03-24,Sacramento,-159.4,0,-3.17,-107.67,-10.83,206.42,-109.33,13.580000000000013,220.0,home
2013-03-24,Philadelphia,142.4,1,3.17,-109.0,10.83,206.42,-107.33,13.580000000000013,220.0,away
2013-03-24,Minnesota,-144.75,0,-2.42,-109.33,-4.58,185.58,-108.0,15.419999999999987,201.0,home
2013-03-25,Washington,184.0,1,4.75,-105.83,8.25,180.92,-108.17,20.080000000000013,201.0,home
2013-03-25,Memphis,-211.2,0,-4.75,-110.83,-8.25,180.92,-108.5,20.080000000000013,201.0,away
2013-03-25,Orlando,729.75,0,12.17,-110.5,-26.17,198.42,-109.0,3.5800000000000125,202.0,home
2013-03-25,Miami,-971.25,1,-12.17,-106.17,26.17,198.42,-107.67,3.5800000000000125,202.0,away
2013-03-25,Indiana,-263.0,1,-6.5,-108.17,12.5,184.75,-108.33,9.25,194.0,home
2013-03-25,Atlanta,229.4,0,6.5,-108.5,-12.5,184.75,-108.33,9.25,194.0,away
2013-03-25,Denver,-319.0,0,-7.08,-108.67,-16.92,198.0,-108.17,-2.0,196.0,away
2013-03-25,Utah,-327.0,1,-7.67,-107.67,23.67,191.75,-107.83,6.25,198.0,home
2013-03-25,Philadelphia,277.0,0,7.67,-109.0,-23.67,191.75,-108.83,6.25,198.0,away
2013-03-25,Golden State,-118.25,1,-1.08,-109.33,7.08,205.25,-109.17,6.75,212.0,home
2013-03-25,L.A. Lakers,53.0,0,1.08,-107.33,-7.08,205.25,-107.5,6.75,212.0,away
2013-03-25,New Orleans,268.8,1,7.08,-108.0,16.92,198.0,-108.5,-2.0,196.0,home
2013-03-26,L.A. Clippers,-121.25,0,-1.17,-107.83,-5.83,202.08,-109.17,8.919999999999987,211.0,away
2013-03-26,Dallas,106.0,1,1.17,-108.83,5.83,202.08,-107.5,8.919999999999987,211.0,home
2013-03-26,Detroit,109.5,0,1.08,-107.33,-24.08,195.5,-106.67,-8.5,187.0,home
2013-03-26,New York,129.75,1,2.58,-108.0,12.42,193.5,-107.83,-8.5,185.0,away
2013-03-26,Boston,-145.75,0,-2.58,-109.0,-12.42,193.5,-108.83,-8.5,185.0,home
2013-03-26,Minnesota,-124.75,1,-1.08,-109.33,24.08,195.5,-110.0,-8.5,187.0,away
2013-03-27,Miami,-279.4,0,-6.33,-108.0,2.33,186.0,-109.17,12.0,198.0,away
2013-03-27,Chicago,243.6,1,6.33,-108.67,-2.33,186.0,-107.5,12.0,198.0,home
2013-03-27,L.A. Clippers,-225.0,1,-5.67,-108.83,19.67,188.08,-108.67,7.9199999999999875,196.0,away
2013-03-27,Memphis,-55.75,0,-0.42,-107.5,-6.58,184.83,-108.17,24.169999999999987,209.0,away
2013-03-27,New York,-109.25,1,0.42,-109.83,6.58,184.83,-108.5,24.169999999999987,209.0,home
2013-03-27,Boston,-139.75,1,-2.75,-108.17,3.75,196.33,-109.67,-11.330000000000013,185.0,away
2013-03-27,Toronto,120.25,0,2.42,-110.5,-21.42,194.0,-108.0,1.0,195.0,home
2013-03-27,Orlando,129.0,0,3.08,-107.83,-9.08,200.5,-107.83,21.5,222.0,away
2013-03-27,Charlotte,-145.8,1,-3.08,-108.83,9.08,200.5,-108.83,21.5,222.0,home
2013-03-27,Milwaukee,-112.0,0,-0.75,-107.33,-7.25,198.75,-108.5,-6.75,192.0,away
2013-03-27,Philadelphia,-53.0,1,0.75,-109.33,7.25,198.75,-108.17,-6.75,192.0,home
2013-03-27,New Orleans,195.6,0,5.67,-107.83,-19.67,188.08,-108.0,7.9199999999999875,196.0,home
2013-03-27,Cleveland,124.0,0,2.75,-108.5,-3.75,196.33,-107.0,-11.330000000000013,185.0,home
2013-03-27,Atlanta,-135.75,1,-2.42,-106.17,21.42,194.0,-108.67,1.0,195.0,away
2013-03-27,Golden State,-498.0,0,-8.83,-109.83,1.83,214.42,-108.83,-11.419999999999987,203.0,home
2013-03-27,Denver,245.8,0,6.67,-108.17,-7.67,208.42,-108.33,-9.419999999999987,199.0,away
2013-03-27,Portland,-162.0,0,-3.33,-107.83,-14.67,195.25,-109.0,8.75,204.0,home
2013-03-27,Sacramento,401.6,1,8.83,-106.83,-1.83,214.42,-107.83,-11.419999999999987,203.0,away
2013-03-27,Phoenix,961.25,0,12.75,-108.0,-27.75,194.58,-107.67,-3.5800000000000125,191.0,away
2013-03-27,Utah,-1330.0,1,-12.75,-108.67,27.75,194.58,-109.0,-3.5800000000000125,191.0,home
2013-03-27,Brooklyn,144.8,1,3.33,-108.83,14.67,195.25,-107.67,8.75,204.0,away
2013-03-27,San Antonio,-284.0,1,-6.67,-108.5,7.67,208.42,-108.33,-9.419999999999987,199.0,home
2013-03-27,Oklahoma City,-2397.5,1,-14.5,-108.5,37.5,198.25,-106.33,-15.25,183.0,home
2013-03-27,L.A. Lakers,-195.2,1,-4.67,-109.83,7.67,205.25,-108.33,31.75,237.0,away
2013-03-27,Indiana,204.0,1,5.67,-109.83,3.33,197.42,-110.5,-6.4199999999999875,191.0,away
2013-03-27,Washington,1510.0,0,14.5,-108.17,-37.5,198.25,-110.33,-15.25,183.0,away
2013-03-27,Minnesota,171.4,0,4.67,-106.83,-7.67,205.25,-108.33,31.75,237.0,home
2013-03-27,Houston,-235.0,0,-5.67,-106.83,-3.33,197.42,-106.17,-6.4199999999999875,191.0,home
2013-03-28,Dallas,-180.6,0,-4.42,-109.5,-20.58,192.92,-108.33,-11.919999999999987,181.0,home
2013-03-28,Milwaukee,113.25,1,1.42,-110.67,8.58,210.17,-107.83,5.8300000000000125,216.0,home
2013-03-28,L.A. Lakers,-128.75,0,-1.42,-106.0,-8.58,210.17,-108.83,5.8300000000000125,216.0,away
2013-03-28,Phoenix,145.8,0,3.25,-108.17,-17.25,206.0,-107.5,14.0,220.0,home
2013-03-28,Sacramento,-163.0,1,-3.25,-108.5,17.25,206.0,-109.17,14.0,220.0,away
2013-03-28,Indiana,162.0,1,4.42,-107.17,20.58,192.92,-108.33,-11.919999999999987,181.0,away
2013-03-29,Philadelphia,-122.75,1,-1.67,-108.67,11.67,194.83,-109.17,-10.830000000000013,184.0,away
2013-03-29,Charlotte,1155.0,0,13.92,-107.17,-22.92,197.83,-107.67,15.169999999999987,213.0,away
2013-03-29,Cleveland,107.5,0,1.67,-108.0,-11.67,194.83,-107.5,-10.830000000000013,184.0,home
2013-03-29,Toronto,103.5,1,1.0,-108.67,16.0,195.25,-109.33,-14.25,181.0,away
2013-03-29,Detroit,-118.75,0,-1.0,-108.0,-16.0,195.25,-107.33,-14.25,181.0,home
2013-03-29,Memphis,-185.6,1,-4.92,-109.33,13.92,195.25,-108.83,1.75,197.0,home
2013-03-29,New York,-1661.25,1,-13.92,-109.5,22.92,197.83,-109.0,15.169999999999987,213.0,home
2013-03-29,Atlanta,122.6,0,2.5,-109.83,-13.5,193.0,-109.67,32.0,225.0,away
2013-03-29,Washington,-168.0,0,-3.75,-108.0,-1.25,197.33,-109.67,-8.330000000000013,189.0,away
2013-03-29,Orlando,150.6,1,3.75,-108.67,1.25,197.33,-107.0,-8.330000000000013,189.0,home
2013-03-29,Boston,-139.2,1,-2.5,-106.83,13.5,193.0,-107.0,32.0,225.0,home
2013-03-29,Portland,-119.75,0,-1.75,-108.5,-8.25,197.17,-107.5,2.8300000000000125,200.0,home
2013-03-29,Miami,-317.0,1,-7.42,-106.67,26.42,189.17,-108.0,7.8300000000000125,197.0,away
