date,a__team,h__team,a__goals_p1,a__goals_p2,a__goals_p3,a__goals_ot,a__goals_total,h__goals_p1,h__goals_p2,h__goals_p3,h__goals_ot,h__goals_total,moneyline,fav,over_under
2023-01-08,STL,MIN,1,0,2,0,3,0,0,0,0,0,-220,Home,6.5
2023-01-08,TOR,PHI,2,3,1,0,6,1,1,0,0,2,-220,Away,6
2023-01-08,BOS,ANA,2,2,3,0,7,1,0,0,0,1,-320,Away,6
2023-01-09,PHI,BUF,3,0,1,0,4,0,0,0,0,0,-235,Home,6.5
2023-01-09,NSH,OTT,2,0,1,0,3,0,0,0,0,0,-120,Home,6
2023-01-09,SEA,MTL,3,0,1,0,4,0,0,0,0,0,-210,Away,6
2023-01-09,EDM,LA,1,1,1,0,3,2,2,2,0,6,0,Even,6.5
2023-01-10,CBJ,TB,0,1,2,0,3,2,1,3,0,6,-455,Home,6
2023-01-10,MIN,NYR,2,0,1,0,3,0,2,1,1,4,-140,Home,6
2023-01-10,NJ,CAR,1,2,2,0,5,1,2,0,0,3,-155,Home,6
2023-01-10,SEA,BUF,1,1,2,0,4,1,1,1,0,3,-115,Home,6.5
2023-01-10,VAN,PIT,3,0,1,0,4,3,2,0,0,5,-190,Home,6.5
2023-01-10,WPG,DET,1,2,2,0,5,3,2,2,0,7,-135,Away,6
2023-01-10,DAL,NYI,1,0,0,1,2,1,0,0,0,1,-115,Away,5.5
2023-01-10,CGY,STL,2,1,0,0,3,1,0,2,1,4,-170,Away,6
2023-01-10,SJ,ARI,1,1,2,0,4,2,0,0,0,2,-140,Away,6.5
2023-01-10,FLA,COL,3,1,1,0,5,1,0,3,0,4,-130,Home,6
2023-01-11,WAS,PHI,1,0,2,0,3,2,0,3,0,5,-190,Away,6
2023-01-11,NSH,TOR,0,1,0,0,1,1,0,1,0,2,-178,Home,6
2023-01-11,EDM,ANA,4,2,0,0,6,1,0,1,0,2,-250,Away,6.5
2023-01-11,SJ,LA,0,1,2,0,3,1,1,2,0,4,-210,Home,6.5
2023-01-12,CAR,CBJ,2,1,3,0,6,1,0,1,0,2,-350,Away,6.5
2023-01-12,DAL,NYR,0,1,0,0,1,0,0,1,1,2,-130,Home,5.5
2023-01-12,NSH,MTL,1,1,1,0,3,2,1,1,0,4,-178,Away,6.5
2023-01-12,SEA,BOS,1,1,1,0,3,0,0,0,0,0,-235,Home,6
2023-01-12,TOR,DET,0,1,0,0,1,1,1,2,0,4,-140,Away,6.5
2023-01-12,VAN,TB,1,1,2,0,4,1,3,1,0,5,-267,Home,6.5
2023-01-12,WPG,BUF,1,1,2,0,4,0,1,1,0,2,-120,Away,6.5
2023-01-12,MIN,NYI,0,0,3,0,3,1,0,0,0,1,-115,Away,5.5
2023-01-12,CGY,STL,0,1,3,0,4,0,0,1,0,1,-170,Away,6
2023-01-12,COL,CHI,1,1,0,0,2,1,1,1,0,3,-335,Away,6
2023-01-12,OTT,ARI,2,1,2,0,5,0,1,2,0,3,-160,Away,6.5
2023-01-12,FLA,VGK,1,1,0,0,2,0,1,3,0,4,-115,Home,6.5
2023-01-13,WPG,PIT,1,2,1,0,4,1,0,0,0,1,-165,Home,6.5
2023-01-13,NJ,ANA,3,1,2,0,6,0,1,1,0,2,-350,Away,6.5
2023-01-13,EDM,SJ,2,3,2,0,7,0,0,1,0,1,-165,Away,7
2023-01-14,CGY,DAL,2,4,0,0,6,1,1,3,0,5,-115,Home,6
2023-01-14,CBJ,DET,3,1,0,0,4,0,0,3,0,3,-240,Home,6.5
2023-01-14,MTL,NYI,0,0,1,0,1,2,0,0,0,2,-240,Home,5.5
2023-01-14,OTT,COL,0,0,0,0,0,2,2,3,0,7,-170,Home,6
2023-01-14,PHI,WAS,1,2,0,0,3,1,0,0,0,1,-220,Home,6
2023-01-14,PIT,CAR,0,0,1,0,1,1,1,0,0,2,-220,Home,6
2023-01-14,TOR,BOS,1,1,1,0,3,1,2,1,0,4,-155,Home,6
2023-01-14,VAN,FLA,1,1,1,0,3,1,3,0,0,4,-210,Home,7
2023-01-14,ARI,MIN,0,0,1,0,1,0,2,0,0,2,-385,Home,6
2023-01-14,BUF,NSH,1,2,2,0,5,1,2,0,0,3,-130,Home,6.5
2023-01-14,SEA,CHI,6,0,2,0,8,1,1,3,0,5,-235,Away,6
2023-01-14,TB,STL,2,2,0,0,4,1,1,0,0,2,-195,Away,6
2023-01-14,EDM,VGK,2,2,0,0,4,1,2,0,0,3,-135,Home,6.5
2023-01-14,NJ,LA,1,3,1,0,5,1,1,0,0,2,-120,Home,6.5
2023-01-15,MTL,NYR,0,1,1,0,2,0,1,0,0,1,-400,Home,6
2023-01-15,VAN,CAR,0,1,2,1,4,2,0,1,0,3,-285,Home,6.5
2023-01-15,ARI,WPG,0,1,0,0,1,0,2,0,0,2,-385,Home,6
2023-01-16,FLA,BUF,1,1,2,0,4,0,0,1,0,1,-125,Away,7
2023-01-16,PHI,BOS,0,0,0,0,0,2,2,2,0,6,-320,Home,6
2023-01-16,DET,COL,0,1,2,0,3,2,3,1,0,6,-195,Home,6.5
2023-01-16,NJ,SJ,1,0,2,1,4,2,0,1,0,3,-195,Away,6.5
2023-01-16,TB,SEA,1,0,3,0,4,0,0,1,0,1,-145,Away,6.5
2023-01-16,DAL,VGK,1,1,2,0,4,0,0,0,0,0,-115,Home,6
2023-01-16,ANA,PIT,1,0,2,0,3,1,1,1,1,4,-335,Home,6.5
2023-01-16,NYR,CBJ,2,1,0,0,3,0,0,1,0,1,-170,Away,6.5
2023-01-16,WAS,NYI,0,2,1,1,4,2,1,0,0,3,0,Even,5.5
2023-01-16,CGY,NSH,0,1,0,0,1,2,0,0,0,2,-135,Away,6
2023-01-16,OTT,STL,0,1,0,0,1,2,0,0,0,2,-115,Away,6.5
2023-01-17,ANA,PHI,0,1,1,0,2,1,2,2,0,5,-210,Home,6
2023-01-17,FLA,TOR,3,1,0,0,4,2,1,1,1,5,-178,Home,6.5
2023-01-17,MIN,WAS,0,3,1,0,4,1,1,0,0,2,-145,Away,6
2023-01-17,WPG,MTL,0,1,0,0,1,0,3,1,0,4,-260,Away,6
2023-01-17,CBJ,NSH,0,0,1,0,1,0,2,0,0,2,-210,Home,6.5
2023-01-17,BUF,CHI,2,1,0,0,3,1,0,2,1,4,-205,Away,6.5
2023-01-17,DET,ARI,0,1,2,0,3,0,1,2,1,4,-135,Away,6
2023-01-17,SEA,EDM,1,0,1,0,2,1,2,2,0,5,-190,Home,6.5
2023-01-18,PIT,OTT,2,1,1,0,4,2,1,1,1,5,-115,Home,6
2023-01-18,BOS,NYI,0,2,2,0,4,1,0,0,0,1,-190,Away,5.5
2023-01-18,COL,CGY,3,0,1,0,4,0,0,1,0,1,-155,Home,6
2023-01-18,DAL,SJ,1,2,0,0,3,0,3,2,0,5,-160,Away,6
2023-01-18,TB,VAN,4,0,1,0,5,0,0,2,0,2,-150,Away,6.5
2023-01-19,ANA,CBJ,0,3,2,0,5,3,0,0,0,3,-170,Home,6.5
2023-01-19,BOS,NYR,1,1,1,0,3,0,0,1,0,1,0,Even,5.5
2023-01-19,CHI,PHI,0,2,2,0,4,1,0,0,0,1,-235,Home,6
2023-01-19,FLA,MTL,0,5,1,0,6,0,0,2,0,2,-240,Away,6.5
2023-01-19,MIN,CAR,0,1,1,0,2,0,3,2,0,5,-178,Home,5.5
2023-01-19,WPG,TOR,0,0,1,0,1,0,3,1,0,4,-170,Home,6.5
2023-01-19,NYI,BUF,1,1,0,0,2,0,1,1,1,3,-125,Home,6
2023-01-19,NSH,STL,0,1,1,0,2,0,3,2,0,5,-120,Away,6
2023-01-19,TB,EDM,0,3,0,0,3,2,1,2,0,5,-125,Home,6.5
2023-01-19,WAS,ARI,1,2,1,0,4,0,0,0,0,0,-225,Away,6
2023-01-19,DET,VGK,1,2,0,0,3,1,0,1,0,2,-170,Home,6.5
2023-01-19,NJ,SEA,0,1,2,0,3,1,1,1,1,4,-135,Away,6.5
2023-01-19,DAL,LA,3,1,0,0,4,0,0,0,0,0,-140,Home,6
2023-01-20,OTT,PIT,0,1,0,0,1,2,1,1,0,4,-165,Home,6.5
2023-01-20,COL,VAN,1,3,0,0,4,0,1,0,0,1,-155,Away,6.5
2023-01-21,ANA,BUF,0,3,0,0,3,2,1,3,0,6,-292,Home,6.5
2023-01-21,TB,CGY,0,2,1,0,3,1,2,3,0,6,-115,Home,6
2023-01-21,MIN,FLA,0,1,2,0,3,1,2,2,0,5,-115,Home,6.5
2023-01-21,PHI,DET,0,0,2,0,2,0,0,1,0,1,-140,Home,6
2023-01-21,SJ,CBJ,1,1,1,0,3,0,2,3,0,5,-135,Away,6.5
2023-01-21,TOR,MTL,2,0,0,0,2,0,2,0,1,3,-385,Away,6.5
2023-01-21,WPG,OTT,1,2,2,0,5,1,0,0,0,1,-135,Away,6
2023-01-21,CAR,NYI,2,1,2,0,5,2,0,0,0,2,-178,Away,5.5
2023-01-21,ARI,DAL,0,0,0,0,0,3,1,0,0,4,-355,Home,6
2023-01-21,CHI,STL,2,2,1,0,5,0,2,1,0,3,-278,Home,6
2023-01-21,LA,NSH,1,2,0,0,3,2,0,3,0,5,-115,Home,6
2023-01-21,COL,SEA,0,1,0,1,2,0,1,0,0,1,0,Even,6
2023-01-21,EDM,VAN,2,1,1,0,4,0,1,1,0,2,-195,Away,7
2023-01-21,WAS,VGK,0,1,1,0,2,2,3,1,0,6,-135,Home,6
2023-01-22,PIT,NJ,1,0,0,0,1,1,0,0,1,2,-145,Home,6.5
2023-01-22,LA,CHI,1,1,0,0,2,0,0,1,0,1,-235,Away,6
2023-01-22,SJ,BOS,0,0,0,0,0,1,2,1,0,4,-385,Home,6
2023-01-22,WPG,PHI,3,0,2,0,5,1,1,1,0,3,-165,Away,6.5
2023-01-22,VGK,ARI,0,1,0,0,1,1,1,2,0,4,-220,Away,6
2023-01-23,FLA,NYR,1,0,1,0,2,2,1,3,0,6,-160,Home,6.5
2023-01-23,NYI,TOR,1,1,0,0,2,0,4,1,0,5,-235,Home,6
2023-01-23,BUF,DAL,1,0,1,1,3,1,0,1,0,2,-190,Home,6.5
2023-01-23,CBJ,CGY,0,2,1,0,3,1,2,0,1,4,-365,Home,6.5
2023-01-24,BOS,MTL,0,1,3,0,4,0,1,1,0,2,-420,Away,6
2023-01-24,FLA,PIT,3,1,2,0,6,3,1,2,1,7,-165,Home,6.5
2023-01-24,LA,PHI,2,1,0,1,4,2,1,0,0,3,-130,Away,6
2023-01-24,MIN,TB,0,2,0,0,2,0,2,2,0,4,-165,Home,6
2023-01-24,SJ,DET,0,2,0,0,2,0,2,0,1,3,-145,Home,6.5
2023-01-24,VGK,NJ,0,2,0,0,2,1,0,1,1,3,-178,Home,6.5
2023-01-24,BUF,STL,3,1,1,0,5,0,2,1,0,3,-135,Home,6.5
2023-01-24,WPG,NSH,1,0,0,0,1,0,1,1,0,2,-120,Away,5.5
2023-01-24,ANA,ARI,1,2,2,0,5,0,0,2,0,2,-125,Home,6.5
2023-01-24,WAS,COL,0,1,1,0,2,1,2,0,0,3,-130,Home,6
2023-01-24,CHI,VAN,1,1,0,0,2,0,2,3,0,5,-260,Home,6.5
2023-01-25,NYI,OTT,0,1,0,0,1,1,1,0,0,2,-130,Home,6
2023-01-25,NYR,TOR,0,2,0,0,2,1,0,1,1,3,-160,Home,6
2023-01-25,CAR,DAL,1,1,0,1,3,2,0,0,0,2,-115,Away,6
2023-01-25,CBJ,EDM,1,0,1,1,3,0,2,0,0,2,-400,Home,6.5
2023-01-25,VAN,SEA,0,1,0,0,1,2,3,1,0,6,-178,Home,6.5
2023-01-26,BOS,TB,0,1,1,0,2,1,0,2,0,3,-115,Home,6
2023-01-26,DET,MTL,1,2,0,1,4,1,2,0,0,3,-170,Away,6
2023-01-26,PIT,WAS,0,1,1,0,2,1,0,1,1,3,-130,Home,6.5
2023-01-26,BUF,WPG,0,2,1,0,3,0,0,2,0,2,-190,Home,6.5
2023-01-26,NJ,NSH,2,1,1,0,4,2,1,3,0,6,-120,Away,6
2023-01-26,PHI,MIN,1,0,1,0,2,0,1,1,1,3,-235,Home,6
2023-01-26,ANA,COL,1,1,3,0,5,1,2,0,0,3,-420,Home,6.5
2023-01-26,CHI,CGY,1,3,1,0,5,1,0,0,0,1,-400,Home,6
2023-01-26,STL,ARI,0,0,0,0,0,0,2,3,0,5,-150,Away,6.5
2023-01-27,DET,NYI,0,0,0,0,0,0,1,1,0,2,-190,Home,5.5
2023-01-27,LA,FLA,2,1,1,0,4,0,2,1,0,3,-140,Home,6.5
2023-01-27,VGK,NYR,0,1,0,0,1,2,0,2,0,4,-135,Home,6
2023-01-27,OTT,TOR,1,3,2,0,6,1,1,0,0,2,-205,Home,6.5
2023-01-27,SJ,CAR,1,0,3,0,4,1,0,3,1,5,-278,Home,6
2023-01-27,NJ,DAL,0,2,0,1,3,2,0,0,0,2,-160,Home,6
2023-01-27,CGY,SEA,3,0,2,0,5,1,0,1,0,2,-115,Home,6
2023-01-27,CBJ,VAN,1,0,1,0,2,3,0,2,0,5,-180,Home,7
2023-01-28,STL,COL,0,1,1,0,2,2,1,1,0,4,-225,Home,6
2023-01-28,BOS,FLA,1,1,1,0,3,0,1,2,1,4,-160,Away,6.5
2023-01-28,LA,TB,1,1,0,0,2,3,1,1,0,5,-240,Home,6
2023-01-28,MTL,OTT,0,0,0,0,0,0,3,2,0,5,-240,Home,6.5
2023-01-28,PHI,WPG,1,1,2,0,4,0,0,0,0,0,-225,Home,6
2023-01-28,SJ,PIT,2,2,2,0,6,2,1,1,0,4,-250,Home,6.5
2023-01-28,VGK,NYI,0,1,0,0,1,0,1,0,1,2,-115,Away,6
2023-01-28,BUF,MIN,1,1,0,0,2,1,1,0,1,3,-178,Home,6.5
2023-01-28,CHI,EDM,0,1,2,0,3,1,4,2,0,7,-455,Home,6.5
2023-01-28,CBJ,SEA,0,1,0,0,1,1,1,1,0,3,-267,Home,6.5
2023-01-28,ARI,ANA,1,0,0,0,1,0,1,0,1,2,-115,Home,6.5
2023-01-29,BOS,CAR,0,0,1,0,1,1,1,2,0,4,-125,Home,5.5
2023-01-29,WAS,TOR,1,0,0,0,1,0,4,1,0,5,-140,Home,6
2023-01-30,STL,WPG,0,1,1,0,2,0,0,4,0,4,-235,Home,6
2023-01-31,LA,CAR,0,4,0,0,4,1,0,3,1,5,-210,Home,6
2023-01-31,OTT,MTL,2,1,2,0,5,1,1,2,0,4,-205,Away,6.5
2023-01-31,WAS,CBJ,2,1,0,1,4,1,1,1,0,3,-220,Away,6.5
2023-02-01,BOS,TOR,0,2,3,0,5,0,1,1,0,2,-130,Away,5.5
2023-02-01,CAR,BUF,3,0,2,0,5,1,0,0,0,1,-145,Away,6.5
2023-02-06,NYI,PHI,1,1,0,0,2,0,1,0,0,1,-130,Away,5.5
2023-02-06,TB,FLA,0,1,0,0,1,1,3,3,0,7,-120,Away,6.5
2023-02-06,CGY,NYR,1,1,2,0,4,1,2,1,1,5,0,Even,5.5
2023-02-06,VAN,NJ,1,2,1,0,4,1,3,0,1,5,-250,Home,6.5
2023-02-06,ANA,DAL,0,0,2,0,2,1,1,0,1,3,-420,Home,6
2023-02-06,MIN,ARI,0,1,1,0,2,0,1,2,0,3,-250,Away,6
2023-02-07,COL,PIT,0,1,0,0,1,0,0,1,1,2,-115,Away,6.5
2023-02-07,SJ,TB,1,1,1,1,4,3,0,0,0,3,-225,Home,6.5
2023-02-07,EDM,DET,0,3,2,0,5,1,1,0,0,2,-170,Away,6.5
2023-02-07,SEA,NYI,0,0,0,0,0,2,2,0,0,4,-125,Home,5.5
2023-02-07,VGK,NSH,3,1,1,0,5,1,0,0,0,1,-115,Home,6
2023-02-07,ANA,CHI,0,2,0,1,3,0,2,0,0,2,-125,Home,6.5
2023-02-08,VAN,NYR,1,1,1,0,3,2,1,1,0,4,-250,Home,6.5
2023-02-08,MIN,DAL,0,1,0,0,1,0,3,1,0,4,-160,Home,5.5
2023-02-09,CGY,DET,0,1,0,0,1,0,1,1,0,2,-160,Away,6
2023-02-09,COL,TB,0,0,0,0,0,1,3,1,0,5,-145,Home,6
2023-02-09,EDM,PHI,0,1,0,0,1,1,0,0,1,2,-195,Away,6.5
2023-02-09,SEA,NJ,0,1,0,0,1,0,1,2,0,3,-125,Home,6.5
2023-02-09,SJ,FLA,1,0,0,0,1,0,2,2,0,4,-220,Home,6.5
2023-02-09,VAN,NYI,2,1,3,0,6,2,2,1,0,5,-225,Home,6.5
2023-02-09,VGK,MIN,1,4,0,0,5,0,1,0,0,1,-115,Home,5.5
2023-02-10,SEA,NYR,0,1,2,0,3,3,1,2,0,6,-195,Home,6
2023-02-10,TOR,CBJ,1,0,2,0,3,0,0,0,0,0,-260,Away,6.5
2023-02-10,ARI,CHI,2,0,1,0,3,1,1,1,1,4,-115,Home,6
2023-02-10,PIT,ANA,3,1,2,0,6,1,0,2,0,3,-267,Away,6.5
2023-02-11,VAN,DET,0,1,1,0,2,2,1,2,0,5,-130,Home,6.5
2023-02-11,CGY,BUF,0,4,3,0,7,2,0,0,0,2,-145,Away,6.5
2023-02-11,EDM,OTT,1,2,3,0,6,0,3,0,0,3,-145,Away,6.5
2023-02-11,NSH,PHI,0,1,0,1,2,0,1,0,0,1,-130,Away,6
2023-02-11,NYI,MTL,1,1,1,0,3,1,0,2,1,4,-210,Away,6
2023-02-11,TB,DAL,0,1,2,0,3,0,1,0,0,1,0,Even,6
2023-02-11,WAS,BOS,1,1,0,0,2,0,1,0,0,1,-190,Home,6
2023-02-11,COL,FLA,2,2,1,0,5,0,2,1,0,3,-140,Home,6.5
2023-02-11,CBJ,TOR,0,3,1,0,4,2,0,1,0,3,-365,Home,6.5
2023-02-11,NYR,CAR,1,1,4,0,6,0,2,0,0,2,-210,Home,6
2023-02-11,ARI,STL,2,0,3,0,5,0,2,3,1,6,-220,Home,6
2023-02-11,NJ,MIN,0,2,0,0,2,1,0,1,1,3,-125,Home,6
2023-02-11,CHI,WPG,0,0,1,0,1,0,3,1,0,4,-385,Home,6
2023-02-11,PIT,LA,0,0,0,0,0,2,3,1,0,6,-120,Home,6.5
2023-02-12,EDM,MTL,0,2,0,0,2,1,3,2,0,6,-278,Away,6.5
2023-02-12,SEA,PHI,2,1,1,0,4,1,1,1,0,3,-160,Away,6.5
2023-02-12,SJ,WAS,1,1,2,0,4,0,1,0,0,1,-178,Home,6.5
2023-02-12,ANA,VGK,0,1,1,0,2,1,1,5,0,7,-365,Home,6.5
2023-02-13,CGY,OTT,1,1,1,0,3,1,0,2,1,4,-170,Away,6.5
2023-02-13,ARI,NSH,1,1,2,0,4,0,2,0,0,2,-240,Home,6
2023-02-13,FLA,MIN,0,1,0,1,2,0,1,0,0,1,0,Even,6.5
2023-02-13,DET,VAN,2,1,3,0,6,0,1,0,0,1,-120,Home,6.5
2023-02-13,BUF,LA,0,0,2,0,2,0,4,1,0,5,-135,Home,6.5
2023-02-14,CAR,WAS,1,2,0,0,3,1,1,0,0,2,-170,Away,5.5
2023-02-14,CHI,MTL,0,0,0,0,0,1,0,3,0,4,-140,Home,6
2023-02-14,NJ,CBJ,1,1,1,0,3,1,1,0,0,2,-210,Away,6.5
2023-02-14,OTT,NYI,0,1,1,1,3,0,1,1,0,2,-205,Home,6
2023-02-14,FLA,STL,0,1,1,0,2,1,2,3,0,6,-135,Away,6.5
2023-02-14,SEA,WPG,0,2,0,0,2,0,1,1,1,3,-135,Home,6
2023-02-14,BOS,DAL,1,0,1,1,3,1,1,0,0,2,-125,Away,5.5
2023-02-14,TB,COL,0,1,2,1,4,1,1,1,0,3,-125,Away,6
2023-02-14,PIT,SJ,1,1,1,0,3,0,0,1,0,1,-175,Away,6.5
2023-02-15,CHI,TOR,1,1,0,0,2,3,2,0,0,5,-650,Home,6.5
2023-02-15,TB,ARI,0,0,0,0,0,0,0,0,1,1,-250,Away,6.5
2023-02-15,COL,MIN,1,2,0,0,3,0,1,1,0,2,-125,Home,6
2023-02-15,DET,EDM,2,2,0,1,5,0,2,2,0,4,-250,Home,6.5
2023-02-15,BUF,ANA,2,2,3,0,7,0,3,0,0,3,-205,Away,6.5
2023-02-15,NYR,VAN,3,2,1,0,6,2,1,1,0,4,-180,Away,6.5
2023-02-16,FLA,WAS,1,3,2,0,6,0,1,2,0,3,-125,Away,6.5
2023-02-16,MTL,CAR,1,1,0,0,2,2,0,4,0,6,-455,Home,6
2023-02-16,WPG,CBJ,1,0,0,0,1,0,1,2,0,3,-190,Away,6
2023-02-16,BOS,NSH,1,3,1,0,5,0,0,0,0,0,-190,Away,5.5
2023-02-16,DET,CGY,1,3,1,0,5,1,1,0,0,2,-285,Home,6.5
2023-02-16,NJ,STL,1,1,0,0,2,1,2,1,0,4,-155,Away,6
2023-02-16,PHI,SEA,0,0,2,0,2,2,3,1,0,6,-190,Home,6
2023-02-16,SJ,VGK,0,1,0,0,1,0,0,2,0,2,-180,Home,6.5
2023-02-17,CHI,OTT,1,0,2,1,4,0,1,2,0,3,-267,Home,6.5
2023-02-17,PIT,NYI,1,3,0,0,4,1,2,2,0,5,-130,Home,5.5
2023-02-17,DAL,MIN,0,0,1,0,1,0,0,1,1,2,-115,Away,5.5
2023-02-17,LA,ANA,1,2,3,0,6,0,1,2,0,3,-278,Away,6.5
2023-02-17,NYR,EDM,1,1,2,1,5,4,0,0,0,4,-125,Home,7
2023-02-18,COL,STL,1,1,2,0,4,0,1,0,0,1,-195,Away,6.5
2023-02-18,FLA,NSH,2,0,1,0,3,3,2,2,0,7,-150,Away,6.5
2023-02-18,NYI,BOS,0,1,1,0,2,3,3,0,0,6,-267,Home,5.5
2023-02-18,NJ,PIT,1,2,2,0,5,1,0,1,0,2,-135,Away,6.5
2023-02-18,CBJ,DAL,1,0,3,0,4,0,1,0,0,1,-292,Home,6
2023-02-18,MTL,TOR,0,1,0,0,1,0,3,2,0,5,-455,Home,6.5
2023-02-18,WAS,CAR,0,0,1,0,1,1,3,0,0,4,-190,Home,5.5
2023-02-18,NYR,CGY,0,1,1,0,2,2,0,0,1,3,-160,Home,6.5
2023-02-18,PHI,VAN,1,1,0,0,2,1,2,3,0,6,-120,Home,6.5
2023-02-18,ARI,LA,1,1,3,0,5,5,0,0,1,6,-235,Home,6.5
2023-02-18,BUF,SJ,1,1,2,0,4,1,1,0,0,2,-120,Away,7
2023-02-18,DET,SEA,1,0,1,0,2,1,2,1,0,4,-178,Home,6
2023-02-18,TB,VGK,2,1,1,0,4,4,0,1,0,5,-130,Away,6
2023-02-19,NSH,MIN,0,1,2,0,3,0,2,2,0,4,-190,Home,5.5
2023-02-19,STL,OTT,0,0,2,0,2,1,4,2,0,7,-180,Home,6.5
2023-02-19,EDM,COL,1,3,1,0,5,0,2,3,1,6,-120,Away,6.5
2023-02-19,TOR,CHI,1,1,1,0,3,1,2,2,0,5,-335,Away,6.5
2023-02-19,WPG,NJ,2,0,0,0,2,1,0,3,0,4,-120,Home,6
2023-02-19,CBJ,ARI,0,1,1,0,2,2,0,0,1,3,-130,Home,6.5
2023-02-20,ANA,FLA,2,0,1,0,3,0,2,1,1,4,-430,Home,7
2023-02-20,OTT,BOS,1,0,0,0,1,1,1,1,0,3,-365,Home,6.5
2023-02-20,PHI,CGY,1,2,1,0,4,0,1,2,0,3,-250,Home,6
2023-02-20,SEA,SJ,0,0,0,0,0,0,3,1,0,4,-165,Away,6.5
2023-02-20,NYI,PIT,0,1,3,0,4,1,1,0,0,2,-165,Home,6
2023-02-20,WPG,NYR,2,1,1,0,4,0,1,0,0,1,-170,Home,6
2023-02-21,ANA,TB,0,0,1,0,1,0,4,2,0,6,-600,Home,6.5
2023-02-21,DET,WAS,2,0,1,0,3,1,0,0,0,1,-160,Home,6
2023-02-21,MTL,NJ,1,2,2,0,5,1,0,1,0,2,-365,Home,6.5
2023-02-21,STL,CAR,0,1,0,0,1,2,1,1,0,4,-365,Home,6
2023-02-21,TOR,BUF,4,1,1,0,6,0,0,3,0,3,-170,Away,6.5
2023-02-21,LA,MIN,0,0,1,0,1,0,1,1,0,2,-125,Home,6
2023-02-21,VAN,NSH,0,2,2,0,4,1,2,1,1,5,-160,Home,6.5
2023-02-21,VGK,CHI,1,1,0,0,2,1,0,1,1,3,-267,Away,6.5
2023-02-21,PHI,EDM,1,1,0,0,2,1,0,3,0,4,-335,Home,7
2023-02-22,WPG,NYI,0,1,0,0,1,1,0,1,0,2,0,Even,5.5
2023-02-22,CGY,ARI,1,2,3,0,6,0,3,0,0,3,-250,Away,6
2023-02-22,CHI,DAL,0,3,1,0,4,2,1,0,0,3,-455,Home,6
2023-02-23,ANA,WAS,0,2,2,0,4,1,1,0,0,2,-345,Home,6
2023-02-23,BUF,TB,1,3,1,1,6,1,1,3,0,5,-225,Home,7
2023-02-23,EDM,PIT,2,4,1,0,7,1,0,1,0,2,0,Even,7
2023-02-23,LA,NJ,2,0,1,0,3,0,1,2,1,4,-145,Home,6.5
2023-02-23,MIN,CBJ,2,0,0,0,2,0,0,0,0,0,-190,Away,6
2023-02-23,NYR,DET,0,1,0,0,1,1,2,1,0,4,-155,Away,6.5
2023-02-23,VAN,STL,0,0,2,1,3,1,1,0,0,2,-120,Home,6.5
2023-02-23,CGY,VGK,1,2,0,0,3,0,1,2,1,4,-135,Home,6.5
2023-02-23,BOS,SEA,1,3,2,0,6,1,3,1,0,5,-178,Away,6
2023-02-23,NSH,SJ,1,3,2,0,6,0,1,1,0,2,-120,Away,6
2023-02-24,BUF,FLA,0,2,1,0,3,0,0,1,0,1,-195,Home,7
2023-02-24,MIN,TOR,1,0,0,0,1,1,0,0,1,2,-220,Home,6
2023-02-24,MTL,PHI,2,1,2,0,5,0,0,2,0,2,-165,Home,6
2023-02-24,OTT,CAR,0,0,0,0,0,2,0,2,0,4,-250,Home,6.5
2023-02-24,LA,NYI,0,3,0,0,3,0,1,1,0,2,-140,Home,5.5
2023-02-24,COL,WPG,4,1,0,0,5,1,0,0,0,1,-120,Home,5.5
2023-02-25,EDM,CBJ,0,4,1,0,5,1,3,2,0,6,-260,Away,7
2023-02-25,NYR,WAS,1,0,2,0,3,1,4,1,0,6,-140,Away,6
2023-02-25,PIT,STL,0,1,1,1,3,0,1,1,0,2,-170,Away,6.5
2023-02-25,ANA,CAR,0,1,2,0,3,0,0,2,0,2,-550,Home,6.5
2023-02-25,BOS,VAN,2,0,1,0,3,0,0,1,0,1,-278,Away,6.5
2023-02-25,OTT,MTL,1,1,3,0,5,0,2,0,0,2,-170,Away,6.5
2023-02-25,PHI,NJ,0,0,0,0,0,0,3,4,0,7,-320,Home,6
2023-02-25,TB,DET,1,1,1,0,3,0,0,0,0,0,-190,Away,6
2023-02-25,CGY,COL,0,1,0,0,1,2,1,1,0,4,0,Even,6
2023-02-25,CHI,SJ,2,0,1,1,4,2,0,1,0,3,-225,Home,6
2023-02-25,DAL,VGK,0,1,1,1,3,0,1,1,0,2,-120,Home,5.5
2023-02-26,WAS,BUF,2,2,0,0,4,2,4,1,0,7,-120,Home,6.5
2023-02-26,CBJ,MIN,1,1,0,0,2,0,0,2,1,3,-320,Home,5.5
2023-02-26,NYI,WPG,1,2,1,0,4,0,0,0,0,0,-135,Home,5.5
2023-02-26,LA,NYR,0,1,1,0,2,1,2,2,0,5,-165,Home,6
2023-02-26,TB,PIT,2,0,1,0,3,1,6,0,0,7,-115,Home,6.5
2023-02-26,NSH,ARI,2,1,3,0,6,1,1,0,0,2,-170,Away,6
2023-02-26,TOR,SEA,3,1,1,0,5,1,0,0,0,1,-155,Away,6.5
2023-02-27,DET,OTT,1,1,0,0,2,0,4,2,0,6,-130,Home,6.5
2023-02-27,BOS,EDM,2,1,0,0,3,1,1,0,0,2,-125,Away,6.5
2023-02-27,VAN,DAL,3,1,0,1,5,1,2,1,0,4,-285,Home,6
